title,released,gf_score,metascore,genre,description,cover_art_url,title_id
Jikkyou Powerful Pro Yakyuu 2013,2013-10-24,,,Sports,,,PCSG00207
Jikkyou Powerful Pro Yakyuu 2014,2014-10-23,,,Sports,,,PCSG00416
Jikkyou Powerful Pro Yakyuu 2016,2016-04-28,,,Sports,,,PCSG00748
Jikkyou Powerful Pro Yakyuu 2018,2018-04-26,,,Sports,,,PCSG01164
Jikkyou Powerful Pro Yakyuu Championship 2017,2017-04-20,,,"Sports, Baseball",,,PCSG01045
Jikkyou Powerful Pro Yakyuu Championship 2018,2018-04-26,,,Sports,,,PCSG01219
Jikkyou Powerful Pro Yakyuu Success Special,2013-04-25,,,"Sports, Baseball",,,PCSG00691
Jinro Game,,,,,,,PCSG00596
Joe Danger,2013-06-04,,76,"Action, Platformer","Joe Danger brings stunt-based motorcycle action to the PS Vita in this side-scrolling platformer. Players guide the daredevil hero through increasingly challenging courses filled with loops, jumps, and obstacles while collecting stars and performing tricks. The game features multiple game modes including a career mode with numerous levels, time trials, and custom track creation. Master precise timing and combos to achieve high scores, unlock new characters and vehicles, and complete death-defying stunts. With its colorful visuals and pick-up-and-play gameplay, it delivers fast-paced entertainment perfect for portable gaming sessions.",https://images.launchbox-app.com/6b5d1a18-5a31-47ce-af24-5405922d7307.jpg,PCSB00475
Joe Danger,2013-06-04,,76,"Action, Platformer","Joe Danger brings stunt-based motorcycle action to the PS Vita in this side-scrolling platformer. Players guide the daredevil hero through increasingly challenging courses filled with loops, jumps, and obstacles while collecting stars and performing tricks. The game features multiple game modes including a career mode with numerous levels, time trials, and custom track creation. Master precise timing and combos to achieve high scores, unlock new characters and vehicles, and complete death-defying stunts. With its colorful visuals and pick-up-and-play gameplay, it delivers fast-paced entertainment perfect for portable gaming sessions.",https://images.launchbox-app.com/6b5d1a18-5a31-47ce-af24-5405922d7307.jpg,PCSE00478
Joe Danger 2: The Movie,2012-10-09,,77,"Action, Racing","Joe Danger returns in this stunt-filled sequel where players perform death-defying tricks across movie-themed levels. Race through action movie sets, sci-fi landscapes, and adventure scenes while pulling off spectacular stunts on bikes, skis, and various vehicles. The game features extensive level creation tools, allowing players to build and share their own challenges. With its colorful presentation and tight controls, players chain together jumps, slides, and stunts to achieve perfect runs and unlock new content across dozens of increasingly complex stages.",https://images.launchbox-app.com/82a8d64e-a1b8-4244-a388-c652f7986401.png,PCSB00474
Joe Danger 2: The Movie,2012-10-09,,77,"Action, Racing","Joe Danger returns in this stunt-filled sequel where players perform death-defying tricks across movie-themed levels. Race through action movie sets, sci-fi landscapes, and adventure scenes while pulling off spectacular stunts on bikes, skis, and various vehicles. The game features extensive level creation tools, allowing players to build and share their own challenges. With its colorful presentation and tight controls, players chain together jumps, slides, and stunts to achieve perfect runs and unlock new content across dozens of increasingly complex stages.",https://images.launchbox-app.com/82a8d64e-a1b8-4244-a388-c652f7986401.png,PCSE00477
JOYSOUND.TV Plus,,,,"Music, Karaoke","JOYSOUND.TV Plus transforms your PS Vita into a portable karaoke machine, offering access to an extensive library of Japanese songs through the JOYSOUND streaming service. Players can sing along to their favorite tracks with on-screen lyrics, adjust vocal effects, and record their performances. The application supports both solo singing and duet modes, making it easy to practice or perform anywhere. Regular updates expand the song catalog, ensuring fresh content for karaoke enthusiasts.",,PCSG00243
JUDAS CODE,,,,,,,PCSG00390
"Jungle Rumble: Freedom, Happiness, and Bananas",2013-11-26,,71,"Rhythm, Strategy","Jungle Rumble combines rhythm-based gameplay with strategic combat as players command a tribe of bananas-obsessed apes through a vibrant jungle setting. Players tap and drum to the beat to move their simian warriors across treetops, timing attacks and defenses to the rhythm while managing resources and positioning. The game features a unique blend of real-time strategy and musical mechanics where success depends on both tactical planning and rhythmic precision. With colorful visuals and a catchy percussion-heavy soundtrack, players guide their ape clan through multiple levels of increasingly challenging tribal warfare.",https://images.launchbox-app.com/4605491f-d086-418f-93ea-e0609c45deb1.png,PCSE00594
Just a Phrase by POWGI,,,,"Puzzle, Word",,https://images.launchbox-app.com/533cc303-9e32-4825-9b5d-5653c4a932a9.png,PCSB01400
Just a Phrase by POWGI,,,,"Puzzle, Word",,https://images.launchbox-app.com/533cc303-9e32-4825-9b5d-5653c4a932a9.png,PCSE01436
Just a Phrase by POWGI,,,,"Puzzle, Word",,https://images.launchbox-app.com/533cc303-9e32-4825-9b5d-5653c4a932a9.png,PCSH10213
Just Ignore Them,2017-03-29,,,"Horror, Adventure","You play as a young boy who experiences terrifying nightmares filled with disturbing creatures and unsettling imagery. Navigate through dark rooms and hallways while avoiding grotesque monsters that lurk in the shadows. The game combines point-and-click adventure elements with survival horror mechanics, requiring quick reflexes and careful observation to survive each night. Uncover the mystery behind these nightmares as you progress through increasingly dangerous encounters. Features retro-inspired pixel art graphics that enhance the creepy atmosphere and deliver genuine scares through clever design and pacing.",https://images.launchbox-app.com/9d4402fc-a4d6-479a-8b7d-907d4aec5288.png,PCSB01362
Justy x Nasty: Maou Hajime Mashita,,,,,,,PCSG00529
Jyuzaengi: Engetsu Sangokuden 1+2,,,,,,,PCSG00635
J‐Stars VictoryVS AR (DEMO),,,,Fighting,,,PCSG00312
Kadenz fermata Akkord:fortissimo,,,,Visual Novel,,,PCSG00381
Kaeru Batake de Tsukamaete,,,,,,,PCSG00501
Kagero: Darkside Princess,2013-03-14,,,"Strategy, Role-Playing","Players command units across grid-based battlefields in this tactical RPG featuring the Kagero series' signature blend of strategic combat and dark fantasy storytelling. Navigate complex moral choices as Princess Renya leads her forces through a war-torn kingdom, utilizing the unique Aggressive and Passive stances to adapt tactics on the fly. The game offers deep character customization, branching story paths based on player decisions, and challenging turn-based battles that reward careful positioning and resource management.",,PCSG00304
Kaihou Shoujo SIN,,,,,,,PCSG00360
Kajiri Kamui Kagura: Akebono no Hikari,2018-07-26,,,Visual Novel,,,PCSG00172
Kamaitachi no Yoru: Rinne Saisei,2011-12-17,,,"Adventure, Visual Novel","Players investigate a series of mysterious deaths at a ski resort in this visual novel adventure. The game combines traditional sound novel storytelling with new gameplay mechanics, offering multiple branching paths and endings. As the protagonist unravels the dark secrets behind the tragic events, choices made throughout the story determine which truth is ultimately revealed. The Rinne Saisei version includes enhanced features and content from previous releases in the long-running Kamaitachi no Yoru series.",,PCSG01007
Kamen Rider: Battride War Genesis,2016-02-25,,,Action,,https://images.launchbox-app.com/6577c57a-922d-4d83-a8da-84b9b60b430e.jpg,PCSG00675
Kamidanomi Shisugite Ore no Mirai ga Yabai Demo,,,,,,,PCSG90289
Kamidanomi Shisugite Ore no Mirai ga Yabai.,,,,,,,PCSG01106
Kamigami no Asobi InFinite,2015-04-23,,,"Visual Novel, Romance",,,PCSG00595
KanColle Kai,2016-02-18,,,"Strategy, Simulation",,,PCSG00684
Kannagi no Mori Satsukiame Tsuzuri,,,,,,,PCSG01268
Kanojo * Step,,,,,,,PCSG01182
Karigurashi Ren'ai,,,,,,,PCSG01253
Karigurashi Ren'ai Demo,,,,,,,PCSG90320
Karumaruka Circle,,,,,,,PCSG01044
Kawaii Deathu Desu,2017-10-13,,,"Action, Shoot-'Em-Up","In this quirky Japanese bullet hell shooter, players face off against adorable yet deadly anime girls in fast-paced shooting action. Each level presents increasingly challenging patterns of projectiles to dodge while returning fire. The game combines cute aesthetic design with punishing difficulty, featuring multiple playable characters and boss encounters. Score attack modes and leaderboards provide replay value for players seeking to master the chaotic bullet patterns and achieve high scores.",https://images.launchbox-app.com/ec779138-d301-44ad-828c-2da8fecdc5a7.png,PCSE01491
Kawaii Deathu Desu,2017-10-13,,,"Action, Shoot-'Em-Up","In this quirky Japanese bullet hell shooter, players face off against adorable yet deadly anime girls in fast-paced shooting action. Each level presents increasingly challenging patterns of projectiles to dodge while returning fire. The game combines cute aesthetic design with punishing difficulty, featuring multiple playable characters and boss encounters. Score attack modes and leaderboards provide replay value for players seeking to master the chaotic bullet patterns and achieve high scores.",https://images.launchbox-app.com/ec779138-d301-44ad-828c-2da8fecdc5a7.png,PCSG01332
Ken Ga Kimi For V,2016-09-15,,,"Visual Novel, Adventure",,,PCSG00553
Ken ga Kimi: Momoyo Tsuzuri,2016-09-15,,,Visual Novel,,,PCSG00960
Kenka Bancho Otome,2016-11-17,,,"Adventure, Visual Novel",A young woman disguises herself as her twin brother to attend an all-boys school known for its delinquent student body. She must navigate the complex social hierarchies and rivalries between different factions while maintaining her cover and building relationships with the school's most notorious gang leaders. The game combines beat-em-up fighting mechanics with visual novel storytelling and romantic relationship development paths.,,PCSG00829
Kenka Bancho Otome 2nd Rumble!!,2017-05-18,,,"Adventure, Visual Novel","Step into the shoes of Hinako Nakayama as she returns to Shishiku Academy disguised as her twin brother. Navigate the complex world of rival gangs, forge relationships with charismatic delinquents, and fight to protect what matters most. This otome game blends beat-em-up action with romantic visual novel elements, offering multiple romance routes and story paths. Build bonds with potential love interests while maintaining your cover and defending your turf against competing bancho factions in this unique blend of action and romance.",,PCSG01241
Kenka Bancho Otome : Kanzenmuketsu no My Honey,2016-11-10,,,"Visual Novel, Adventure","Players take on the role of Hinako Nakayama, a girl who must disguise herself as her twin brother and attend Shishiku Academy, a school for delinquents. Navigate high school life while maintaining your cover, building relationships with five potential love interests, and participating in honor fights to defend your reputation. The otome game blends romantic visual novel elements with the Kenka Bancho series' fighting mechanics, offering multiple story routes and endings based on player choices. Balance academics, romance, and street credibility in this unique gender-bending adventure.",,PCSG01042
Kick and Fennick,2015-05-12,,68,"Platform, Action","Players guide young boy Kick and his robot companion Fennick through a colorful world of floating platforms and mechanical obstacles. Using Fennick's powerful gun, Kick propels himself through the air in physics-based platforming challenges. The duo must work together to navigate increasingly complex environmental puzzles, collect power-ups, and reach the top of a massive tower. With its charming art style and emphasis on momentum-based movement, the game offers accessible yet challenging platforming action across dozens of hand-crafted levels.",https://images.launchbox-app.com/a67fc679-f3b7-4920-b6ce-b32568c111d9.jpg,PCSB00611
Kick and Fennick,2015-05-12,,68,"Platform, Action","Players guide young boy Kick and his robot companion Fennick through a colorful world of floating platforms and mechanical obstacles. Using Fennick's powerful gun, Kick propels himself through the air in physics-based platforming challenges. The duo must work together to navigate increasingly complex environmental puzzles, collect power-ups, and reach the top of a massive tower. With its charming art style and emphasis on momentum-based movement, the game offers accessible yet challenging platforming action across dozens of hand-crafted levels.",https://images.launchbox-app.com/a67fc679-f3b7-4920-b6ce-b32568c111d9.jpg,PCSE00485
KickBeat,2013-09-03,,70,Rhythm,"KickBeat is a rhythm action game where martial arts meets music. Players tap buttons in time with the beat as their kung-fu fighter battles waves of enemies in rhythm-based combat. The game features an eclectic soundtrack spanning rock, hip-hop, and electronic music, with each track choreographed to unique fighting sequences. Players must maintain combos and hit notes with precision to defeat opponents and unlock new songs. The game includes a story mode following two protagonists, plus survival and free play modes. Visual customization and difficulty settings allow players to tailor the experience to their skill level.",https://images.launchbox-app.com/4c62429b-317d-42b5-9a91-68bc31ab41c1.png,PCSB00126
KickBeat,2013-09-03,,70,Rhythm,"KickBeat is a rhythm action game where martial arts meets music. Players tap buttons in time with the beat as their kung-fu fighter battles waves of enemies in rhythm-based combat. The game features an eclectic soundtrack spanning rock, hip-hop, and electronic music, with each track choreographed to unique fighting sequences. Players must maintain combos and hit notes with precision to defeat opponents and unlock new songs. The game includes a story mode following two protagonists, plus survival and free play modes. Visual customization and difficulty settings allow players to tailor the experience to their skill level.",https://images.launchbox-app.com/4c62429b-317d-42b5-9a91-68bc31ab41c1.png,PCSE00113
Kid Tripp,2014-07-29,,79,"Action, Platformer","Kid Tripp is a fast-paced auto-running platformer where players control a young adventurer who constantly runs forward through challenging obstacle-filled levels. The game features simple one-button gameplay mechanics where precise timing is essential to jump over hazards, defeat enemies, and reach the end of each stage. With retro-inspired pixel art graphics and demanding difficulty that requires memorization and quick reflexes, Kid Tripp delivers a nostalgic throwback experience. Players must navigate through multiple worlds filled with traps, enemies, and treacherous terrain while collecting items.",https://images.launchbox-app.com/63ceba20-4249-4400-a2da-b487e9dfcb41.png,PCSB01354
Kidou Senshi Gundam Seed: Battle Destiny,2012-06-07,,,Action,,https://images.launchbox-app.com/e3d62a16-d953-4140-b562-ef98a8667398.jpg,PCSG00040
Kilka Card Gods,,,,,,https://images.launchbox-app.com/e360f1d7-ede6-4946-9298-2a0995a028eb.png,PCSE00473
Killer Dolls United,,,,,,https://images.launchbox-app.com/328cff11-107d-4a4e-badb-4069abf00786.jpg,PCSB01477
Killer Dolls United,,,,,,https://images.launchbox-app.com/328cff11-107d-4a4e-badb-4069abf00786.jpg,PCSE01515
Killers and Strawberries,,,,,,,PCSG01132
Killzone Mercenary,2013-09-10,,78,First-Person Shooter,"Killzone Mercenary brings the acclaimed first-person shooter franchise to PlayStation Vita with a full single-player campaign and multiplayer modes. You play as Arran Danner, a mercenary hired to undertake dangerous contracts during the ISA's invasion of Helghan. The game features console-quality graphics, precision dual-analog controls, and a unique economy system where every action earns money to purchase weapons and equipment. Complete diverse missions across varied environments, utilize brutal melee attacks, and compete in intense multiplayer matches that showcase the Vita's capabilities.",https://images.launchbox-app.com/0c82eb90-10a3-43b8-9e0b-a49c721ad26b.jpg,PCSD00071
Killzone®: Mercenary,2013-09-10,,78,First-Person Shooter,"Killzone: Mercenary brings the acclaimed console shooter experience to PlayStation Vita. Players become mercenary Arran Danner, fighting for the highest bidder across both ISA and Helghast sides during the Vektan conflict. The game features precision dual-analog controls, strategic combat emphasizing both stealth and action approaches, and a full multiplayer mode supporting eight players. Players utilize an arsenal of weapons and cutting-edge tech, earning cash to purchase enhanced gear and equipment in this portable warfare experience.",https://images.launchbox-app.com/0c82eb90-10a3-43b8-9e0b-a49c721ad26b.jpg,PCSC00045
Killzone™ Mercenary,2013-09-10,,78,First-Person Shooter,"Killzone Mercenary brings the acclaimed console shooter franchise to PlayStation Vita with a brutal campaign of espionage and contract killing. Players take the role of Arran Danner, a mercenary working for both the ISA and Helghast forces during the events between Killzone 2 and 3. The game features console-quality visuals, touch-screen controls for brutal melee kills, and a full contract system where every action earns cash to purchase weapons and equipment. Engage in tactical firefights across Vekta and Helghan with a complete multiplayer mode.",https://images.launchbox-app.com/0c82eb90-10a3-43b8-9e0b-a49c721ad26b.jpg,PCSA00107
Killzone™ Mercenary,2013-09-10,,78,First-Person Shooter,"Killzone Mercenary brings the acclaimed console shooter franchise to PlayStation Vita with a brutal campaign of espionage and contract killing. Players take the role of Arran Danner, a mercenary working for both the ISA and Helghast forces during the events between Killzone 2 and 3. The game features console-quality visuals, touch-screen controls for brutal melee kills, and a full contract system where every action earns cash to purchase weapons and equipment. Engage in tactical firefights across Vekta and Helghan with a complete multiplayer mode.",https://images.launchbox-app.com/0c82eb90-10a3-43b8-9e0b-a49c721ad26b.jpg,PCSF00243
Killzone™ Mercenary,2013-09-10,,78,First-Person Shooter,"Killzone Mercenary brings the acclaimed console shooter franchise to PlayStation Vita with a brutal campaign of espionage and contract killing. Players take the role of Arran Danner, a mercenary working for both the ISA and Helghast forces during the events between Killzone 2 and 3. The game features console-quality visuals, touch-screen controls for brutal melee kills, and a full contract system where every action earns cash to purchase weapons and equipment. Engage in tactical firefights across Vekta and Helghan with a complete multiplayer mode.",https://images.launchbox-app.com/0c82eb90-10a3-43b8-9e0b-a49c721ad26b.jpg,PCSF00403
Killzone™ Mercenary:BetaTrial,,,,,,,PCSA00120
Killzone™ Mercenary:BetaTrial,,,,,,,PCSF00387
Kimi no Hitomi ni Hit Me,2012-03-29,,,"Visual Novel, Adventure",,,PCSG01087
Kimi o Aogi Otome wa Hime ni,,,,,,,PCSG00913
Kin'iro no Corda 2 ff,2012-02-16,,,"Simulation, Music/Rhythm",,,PCSG01124
Kin'iro no Corda 3: AnotherSky feat. Jinnan / Shiseikan / Amane Gakuen,,,,,,,PCSG01212
Kin'iro no Corda 3: Full Voice Special,2014-02-27,,,"Simulation, Music","Players step into the shoes of a music academy student in this romantic simulation game. The story follows your journey at Seiso Academy as you participate in music competitions, practice violin performances, and develop relationships with fellow musicians. Multiple romantic routes allow you to pursue different characters while managing practice schedules and concert performances. Full voice acting brings every character interaction to life, creating an immersive experience in the world of classical music and teenage romance.",,PCSG01211
Kin'iro no Corda 4,2015-02-26,,,"Simulation, Visual Novel","Players join Seiso Academy's music program as a transfer student, participating in various musical performances and competitions. The game features a cast of talented musicians, each with their own instruments and personalities. Through rhythm-based gameplay and story choices, players develop relationships with fellow students while honing their musical skills. The narrative unfolds through visual novel segments interspersed with rhythm game sequences where timing and precision determine performance success.",,PCSG00774
Kin'iro no Corda 4,2015-02-26,,,"Simulation, Visual Novel","Players join Seiso Academy's music program as a transfer student, participating in various musical performances and competitions. The game features a cast of talented musicians, each with their own instruments and personalities. Through rhythm-based gameplay and story choices, players develop relationships with fellow students while honing their musical skills. The narrative unfolds through visual novel segments interspersed with rhythm game sequences where timing and precision determine performance success.",,PCSH00275
Kin'iro no Corda: Octave,2016-03-31,,,"Simulation, Adventure","Players take on the role of a transfer student at Seiso Academy who discovers they have a unique musical talent. Through daily school life and musical competitions, they build relationships with talented musicians while participating in classical music performances. The game combines romantic visual novel elements with rhythm gameplay as players practice and perform classical pieces, making choices that affect both their musical career and relationships with fellow students.",,PCSG01245
Kin-iro Loveriche,2015-09-25,,,Visual Novel,,,PCSG01318
King Oddball,2013-04-02,,78,Puzzle,"King Oddball is a physics-based puzzle game where you play as a mustachioed monarch rolling boulders with your tongue to destroy the invading army. Swing your tongue to launch rocks at helicopters, tanks, and soldiers across dozens of challenging levels. Master the physics and timing to create devastating chain reactions that topple entire military formations. The game features simple one-button controls, quirky humor, and progressively difficult puzzles that require precise aim and strategic thinking to achieve perfect scores.",https://images.launchbox-app.com/756a9c65-668b-48d5-955d-0fecadfb1969.png,PCSB00400
King Oddball,2013-04-02,,78,Puzzle,"King Oddball is a physics-based puzzle game where you play as a mustachioed monarch rolling boulders with your tongue to destroy the invading army. Swing your tongue to launch rocks at helicopters, tanks, and soldiers across dozens of challenging levels. Master the physics and timing to create devastating chain reactions that topple entire military formations. The game features simple one-button controls, quirky humor, and progressively difficult puzzles that require precise aim and strategic thinking to achieve perfect scores.",https://images.launchbox-app.com/756a9c65-668b-48d5-955d-0fecadfb1969.png,PCSE00315
Kiss Ato,,,,,,,PCSG00742
Kiss Ato DEMO,,,,,,,PCSG90188
KissBell,,,,,,,PCSG00413
KLAP!! ~Kind Love And Punish~,,,,,,,PCSG00478
KLAP!! ~Kind Love And Punish~ Fun Party,,,,,,,PCSG00970
Knight Solitaire,,,,,,https://images.launchbox-app.com/adcd3376-c196-4e0d-959b-e8b54a59b1c1.png,PCSB00671
Knightin'+,,,,"Action, Adventure",,https://images.launchbox-app.com/802c5466-547c-4338-b7ab-e417ef243a1f.png,PCSB01409
Knock-knock,2013-10-04,,57,"Adventure, Puzzle","A mysterious psychological horror game where players must survive the night in a haunted cabin deep in the woods. As the Lodger, you navigate through a surreal world where reality blends with nightmares. The house itself becomes a character, with rooms that shift and change. During the day, you must prepare for the terrors that come after dark. Hide from strange visitors, solve environmental puzzles, and piece together the fragmented story of what happened in this eerie place. With its unique hand-drawn art style and unsettling atmosphere, this indie title challenges perceptions of what's real.",https://images.launchbox-app.com/ff527921-ac05-4342-9ccb-10011af2ef51.png,PCSB00929
Knytt Underground,2012-12-18,,72,"Platformer, Adventure","Guide Mi Sprocket through a sprawling underground world in this Metroidvania-style platformer. Play as a mute sprite who can climb walls and a bouncing ball with unique physics-based movement. Explore vast interconnected caverns, solve environmental puzzles, and interact with quirky NPCs in a mysterious subterranean realm. The game features minimal combat, focusing instead on exploration, platforming challenges, and unraveling the secrets of the world beneath the surface through multiple character perspectives.",https://images.launchbox-app.com/e82765a0-34f0-4642-87ee-a1d6f5138923.png,PCSB00169
Knytt Underground,2012-12-18,,72,"Platformer, Adventure","Guide Mi Sprocket through a sprawling underground world in this Metroidvania-style platformer. Play as a mute sprite who can climb walls and a bouncing ball with unique physics-based movement. Explore vast interconnected caverns, solve environmental puzzles, and interact with quirky NPCs in a mysterious subterranean realm. The game features minimal combat, focusing instead on exploration, platforming challenges, and unraveling the secrets of the world beneath the surface through multiple character perspectives.",https://images.launchbox-app.com/e82765a0-34f0-4642-87ee-a1d6f5138923.png,PCSE00092
Knytt Underground DEMO,,,,"Platform, Adventure",,,PCSB00300
Knytt Underground DEMO,,,,"Platform, Adventure",,,PCSE00234
KOI,2015-09-02,,51,Puzzle,"KOI is a minimalist puzzle game where players guide a koi fish through serene Japanese garden ponds. Using simple controls, you swim through water lilies to restore color and life to the environment. Each level presents tranquil challenges involving pattern recognition and spatial awareness. The game features calming ambient music and a distinctive art style that emphasizes peaceful exploration. Solve environmental puzzles by awakening flowers in the correct sequence, gradually bringing vibrancy back to the gardens. The meditative atmosphere and straightforward mechanics make it an accessible experience focused on relaxation rather than difficulty.",https://images.launchbox-app.com/e15d8218-e786-4a45-b909-fb361159d1a4.png,PCSE01040
Koi Suru Otome to Shugo no Tate: Bara no Seibo Trial Version,,,,,,,PCSG90334
Koisuru Otome to Shugo no Tate: Bara no Seibo,,,,,,,PCSG01299
Kono Aozora ni Yakusoku o,2009-03-19,,,"Visual Novel, Romance",,,PCSG00761
Kono Uta ga Owattara: When This Song is Over,,,,,,,PCSG00345
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,2017-03-30,,,"Visual Novel, Adventure",,,PCSG00996
Konosuba - Attack of the Destroyer,2020-09-24,,,"Visual Novel, Adventure","Based on the popular anime and light novel series, this visual novel adventure brings the beloved cast of misfits together for a new story. Players follow Kazuma, Aqua, Megumin, and Darkness as they face off against a powerful threat. The game features the series' signature humor, character interactions, and multiple story branches that let fans dive deeper into the world of KonoSuba through visual novel gameplay with light adventure elements.",,PCSG01093
KonoSuba: Give Education to this Useless Goddess!,2019-08-27,,,"Visual Novel, Adventure",,,PCSG01265
KonoSuba: Judgment on this Greedy Game!,2017-09-07,,,Role-Playing,"Based on the popular anime and light novel series, this dungeon-crawling RPG follows Kazuma and his dysfunctional party of adventurers through the fantasy world. Players manage the eccentric cast including explosion-obsessed mage Megumin, masochistic crusader Darkness, and goddess Aqua as they tackle quests, battle monsters, and navigate comedic situations. Features turn-based combat, character progression, visual novel-style story sequences, and faithfully recreates the series' humor. Fans explore dungeons, collect loot, and experience original storylines while interacting with beloved characters from the KonoSuba universe.",,PCSG01028
Konosuba: Labyrinth of Hope and the Gathering Adventurers,2019-06-27,,,Role-Playing,"Based on the popular KonoSuba anime series, players join Kazuma and his dysfunctional party of adventurers in a dungeon-crawling RPG adventure. Navigate through procedurally generated labyrinths, manage your quirky party members including the useless goddess Aqua, explosion-obsessed Megumin, and masochistic crusader Darkness. Features turn-based combat, character progression, and humorous dialogue faithful to the source material. Explore dungeons, collect loot, complete quests, and experience original story content set in the KonoSuba universe.",,PCSG01258
Koshotengai no Hashihime Noma,2016-04-21,,,"Visual Novel, Adventure","A supernatural mystery visual novel set in 1920s Tokyo, where protagonist Tamamori, a literature student, finds himself caught in a time loop spanning different eras. As he repeatedly relives events in a curious antique shop district, he encounters mysterious individuals and uncovers dark secrets. The game blends historical fiction with fantasy elements, featuring multiple routes that explore themes of fate, identity, and forbidden relationships. Players make choices that affect the narrative's direction and determine which of the complex character storylines they'll experience.",,PCSG01213
Krinkle Krusher,2014-12-09,,50,"Strategy, Tower Defense","Players defend their kingdom against waves of invading goblins in this tower defense game. As a wizard, you cast powerful spells to obliterate enemies before they breach the castle walls. Strategic spell combinations and careful mana management are essential as hordes grow larger and more challenging. The game features colorful cartoon-style graphics and fast-paced action across multiple levels. Master different spell types and upgrade your magical abilities to overcome increasingly difficult enemy waves and protect the realm from the relentless goblin invasion.",https://images.launchbox-app.com/f096f7e1-ba9c-4424-940c-1e5d55bd36ac.jpg,PCSB00961
Kud Wafter: Converted Edition,2020-01-30,,,"Visual Novel, Adventure","Players follow Kudryavka Noumi in this visual novel spin-off from Little Busters!. The story explores Kud's daily life and relationships through branching narrative choices. Players read through text-based scenes, make decisions that affect the story's direction, and unlock multiple endings. The Converted Edition includes updated visuals and additional content from previous releases, offering an intimate character-focused experience set in the Key/Visual Arts universe.",,PCSG00273
Kujiragami no Tearstilla,,,,,,,PCSG00894
Kung Fu Rabbit,2013-03-19,,65,"Platformer, Action","Kung Fu Rabbit is a challenging platformer where players guide a heroic rabbit through perilous levels filled with deadly traps and obstacles. The rabbit must rescue his disciples from the clutches of an evil force, using precise jumping and wall-climbing abilities to navigate through increasingly difficult stages. Each level demands perfect timing and quick reflexes as players avoid spikes, pits, and other hazards. The game features minimalist design with clean graphics and focuses on pure platforming skill. With dozens of levels across multiple worlds, players can collect carrots and aim for perfect runs while mastering the demanding gameplay.",https://images.launchbox-app.com/88c04385-b4c5-4313-9698-fb6c38a551cc.jpg,PCSB00331
Kung Fu Rabbit,2013-03-19,,65,"Platformer, Action","Kung Fu Rabbit is a challenging platformer where players guide a heroic rabbit through perilous levels filled with deadly traps and obstacles. The rabbit must rescue his disciples from the clutches of an evil force, using precise jumping and wall-climbing abilities to navigate through increasingly difficult stages. Each level demands perfect timing and quick reflexes as players avoid spikes, pits, and other hazards. The game features minimalist design with clean graphics and focuses on pure platforming skill. With dozens of levels across multiple worlds, players can collect carrots and aim for perfect runs while mastering the demanding gameplay.",https://images.launchbox-app.com/88c04385-b4c5-4313-9698-fb6c38a551cc.jpg,PCSE00256
Kung Fury,2015-08-26,,,"Action, Beat-'Em-Up","Based on the viral short film, Kung Fury delivers retro arcade-style beat-'em-up action set in a neon-soaked 1980s Miami. Players control the kung fu master cop as he battles through time to defeat Hitler and his Nazi army. The game features fast-paced side-scrolling combat with over-the-top moves, references to 80s pop culture, and a vibrant pixel art aesthetic that captures the film's tongue-in-cheek homage to action movies and arcade games. Punch, kick, and unleash special abilities against waves of enemies in this love letter to classic brawlers.",https://images.launchbox-app.com/9fbbcde9-094f-4451-b76f-3d0fae729473.png,PCSB01082
Kung Fury: Street Rage,2015-05-22,,,Action,"Step into the neon-drenched world of Kung Fury in this fast-paced beat 'em up inspired by the cult classic film. Players engage in intense street fighting action, battling waves of enemies with kung fu moves and over-the-top combat. The game features retro-style arcade gameplay with a synthwave aesthetic, challenging players to survive endless enemy assaults while racking up high scores. Master timing and reflexes to unleash devastating combos in this homage to 1980s action entertainment.",https://images.launchbox-app.com/9fbbcde9-094f-4451-b76f-3d0fae729473.png,PCSE01036
Kurenai no Homura Sanada Ninpou Chou,2012-06-28,,,Action,,,PCSG01158
Kurogane Kaikijong,,,,,,,PCSG00609
Kurogane Kaikitan: Ichigoichie,,,,,,,PCSG00641
Kurogane Kaikitan: Senya Ichiya,,,,,,,PCSG90129
L'Phalcia no Genei,,,75,,,,PCSG01288
LA-MULANA EX,2015-03-17,,78,"Action, Adventure","LA-MULANA EX brings the archaeological ruins exploration platformer to PlayStation Vita. Players control Professor Lemeza Kosugi as he ventures deep into ancient ruins filled with deadly traps, cryptic puzzles, and fearsome guardians. This enhanced version features the challenging gameplay that made the original a cult classic, requiring players to decipher hieroglyphics, solve complex environmental puzzles, and master precise platforming to uncover the secrets of a lost civilization. Every screen presents new dangers and mysteries in this love letter to classic adventure games.",https://images.launchbox-app.com/144a4db6-086e-469a-9402-137fb37ca235.jpg,PCSB00694
LA-MULANA EX,2015-03-17,,78,"Action, Adventure","LA-MULANA EX brings the archaeological ruins exploration platformer to PlayStation Vita. Players control Professor Lemeza Kosugi as he ventures deep into ancient ruins filled with deadly traps, cryptic puzzles, and fearsome guardians. This enhanced version features the challenging gameplay that made the original a cult classic, requiring players to decipher hieroglyphics, solve complex environmental puzzles, and master precise platforming to uncover the secrets of a lost civilization. Every screen presents new dangers and mysteries in this love letter to classic adventure games.",https://images.launchbox-app.com/144a4db6-086e-469a-9402-137fb37ca235.jpg,PCSE00567
