title,release,gf_score,metascore,genre,description,cover_art_url
Gauntlet II,1990-09,3.34,,Action,"Gauntlet II is a 1986 arcade game produced by Atari Games that serves as the immediate sequel to the original Gauntlet, which was released the previous year. Like its predecessor, Gauntlet II is a fantasy-themed top down dungeon crawler game and was released as a dedicated cabinet, as well as a conversion kit, both available in 2-player and 4-player versions.",https://gamefaqs.akamaized.net/box/9/6/6/21966_front.jpg
Batman Returns,1993-01,3.34,,Action,"Batman Returns is a beat 'em up video game for various platforms based on the film of the same name. The Segaconsole versions (i.e. Sega Genesis/Mega Drive, Sega CD/Mega-CD, Master Systemand Game Gear) were published by Sega while the NES and Super NES versions were developed and published by Konami. The MS-DOSversion was published by Konami and developed by Spirit of Discovery. The Amiga version was developed by Denton Designs, and also published by Konami. There is also a Lynx version, published by Atari Corporation.",https://gamefaqs.akamaized.net/box/2/9/5/21295_front.jpg
Bomberman,1989-01,3.34,,Puzzle,"Bomberman (ボンバーマンBonbāman, also briefly known as Dyna Blaster in Europe)is a strategic, maze-based video game franchise originally developed by Hudson Soft and currently owned by Konami. The first game in the series was released in Japan in 1985 (1987 in the US)  and new games have been published at irregular intervals ever since. Today, Bomberman has featured in over 70 different games on numerous platforms (including all Nintendo platforms), as well as several anime and manga. The most recent iteration, Super Bomberman R, was released in 2017.",https://gamefaqs.akamaized.net/box/8/3/1/21831_front.jpg
P.O.W.: Prisoners of War,1989-09,3.34,,Action,"P.O.W.: Prisoners of War, released in Japan as Datsugoku -Prisoners of War- (脱獄 -Prisoners of War-Prison Break: Prisoners of War), is a side-scrolling beat 'em up produced by SNKoriginally released as an arcade game in 1988.",https://gamefaqs.akamaized.net/box/5/1/6/49516_front.jpg
Final Fantasy II,Canceled,3.33,,Role-Playing,"Final Fantasy II is a fantasy role-playing video game developed and published by Square (now Square Enix) in 1988 for the Family Computer as the second installment of the Final Fantasy series. The game has received numerous enhanced remakes for the WonderSwan Color, the PlayStation, the Game Boy Advance, the PlayStation Portable, and multiple mobile and smartphone types. As neither this game nor Final Fantasy III were initially released outside Japan, Final Fantasy IVwas originally released in North America as Final Fantasy II, so as not to confuse players. The most recent releases of the game are enhanced versions for iOS and Android, which were released worldwide in 2010 and 2012, respectively.",https://gamefaqs.akamaized.net/box/9/4/4/21944_front.jpg
Pipe Dream,1990-09,3.33,,Puzzle,"Pipe Mania is a puzzle gamedeveloped in 1989 by The Assembly Line for the Amiga. It was ported to several other platforms by Lucasfilm Games, who gave it the name Pipe Dream and acted as general distributors for the US. In this game, the player must connect randomly appearing pieces of pipe on a grid to a given length within a limited time.",https://gamefaqs.akamaized.net/box/5/3/5/49535_front.jpg
RoadBlasters,1990-01,3.33,,Racing,"RoadBlasters is a combat racing arcade game released by Atari Games in 1987. In RoadBlasters, the player must navigate an armed sports car through 50 different rally races, getting to the finish line before running out of fuel.",https://gamefaqs.akamaized.net/box/7/5/7/48757_front.jpg
Monopoly,1991-05,3.33,,Miscellaneous,"Monopoly is a board gamecurrently published by Hasbro. In the game, players roll two six-sided dice to move around the game board, buying and trading properties, and developing them with houses and hotels. Players collect rent from their opponents, with the goal being to drive them into bankruptcy. Money can also be gained or lost through Chance and Community Chest cards, and tax squares; players can end up in jail, which they cannot move from until they have met one of several conditions. The game has numerous house rules, and hundreds of different editions exist, as well as many spin-offs and related media. Monopolyhas become a part of international popular culture, having been licensed locally in more than 103 countries and printed in more than 37 languages.",https://gamefaqs.akamaized.net/box/2/8/3/5283_front.jpg
Cabal,1990-06,3.33,,Action,"Cabal (カベール Kabēru) is a 1988 arcade video gameoriginally developed by TAD Corporation and published in Japan by Taito Corporation and in North America and Europeby Fabtek. In the game, the player controls a commando, viewed from behind, trying to destroy various enemy military bases. The game was innovative for the era, but only a mild success in the arcades, and became better known for its various home conversions.",https://gamefaqs.akamaized.net/box/9/7/8/48978_front.jpg
M.C. Kids,1992-02,3.33,,Action,"M.C. Kids is a 1992 platformvideo game developed and published by Virgin Interactive. It was initially released for the Nintendo Entertainment System in February 1992 in North America, and by Ocean Software in May 1993 in Europe. As a licensed product for the McDonald's fast foodrestaurant chain, the game stars two children named Mack and Mick who venture into the fantasy world of McDonaldlandin order to return Ronald McDonald's magical bag which has been stolen by the Hamburglar. The game was created by four people in eight months: Darren Bartlett (art and level design) Gregg Iz-Tavares and Dan Chang (programming) and Charles Deenen (audio).",https://gamefaqs.akamaized.net/box/0/4/2/22042_front.jpg
The Punisher,1990-11,3.33,,Action,"The Punisher (Japanese: パニッシャー Hepburn: Panisshā)is a 1993 beat 'em up arcade game developed and released by Capcom. It stars the Marvel Comics' anti-hero the Punisher(Frank Castle) and co-stars S.H.I.E.L.D. agent Nick Fury as the second player's character as they embark on a mission to kill the crime lord the Kingpinand bring down his organization. While following the same general formula as Capcom's previous beat 'em ups, the game has a range of usable weapons and a comics-style presentation.",https://gamefaqs.akamaized.net/box/5/5/9/49559_front.jpg
Solar Jetman: Hunt for the Golden Warpship,1990-09,3.32,,Action,Solar Jetman: Hunt for the Golden Warpship is a multi-directional shooter video game developed by Zippo Games and Rare and published by Tradewest. It was released in North America on 14 October 1990 and in Europe on 26 September 1991 for the Nintendo Entertainment System. The game is the third instalment of the Jetman series and was later re-released by Nintendo for their NES-based PlayChoice-10 arcade system in the United States in 1990.,https://gamefaqs.akamaized.net/box/7/0/8/49708_front.jpg
Yoshi's Cookie,1993-04,3.32,,Puzzle,Yoshi's Cookie is a 1992 tile-matching puzzle video game developed by Tose and published by Nintendo for the Nintendo Entertainment System and Game Boy. The Super Nintendo Entertainment System version was developed and published by Bullet-Proof Software.,https://gamefaqs.akamaized.net/box/2/3/0/21230_front.jpg
Air Fortress,1989-09,3.32,,Action,"Air Fortress (エアーフォートレス Eā Fōtoresu) is a video game published in Japan for the Famicom in 1987, in North America for the Nintendo Entertainment System in September 1989 after an initial test release of 385 copies in 1987, and a PAL release exclusively in Australia in 1989.",https://gamefaqs.akamaized.net/box/8/7/4/48874_front.jpg
Low G Man: The Low Gravity Man,1990-09,3.32,,Action,Low G Man: The Low Gravity Man (or simply Low G Man) is a futuristic action video game developed by KID for the Nintendo Entertainment System. The game includes a password feature for players to restore their progress after receiving a game over screen.,https://gamefaqs.akamaized.net/box/3/8/0/49380_front.jpg
Kung Fu,1985-10,3.32,,Action,"Kung-Fu Master is a side-scrolling beat 'em up game produced by Irem as arcade game in 1984 and distributed by Data East in North America. The game was initially released in Japan under the title of Spartan X as a tie-in based on the Jackie Chan film Wheels on Meals (which was also distributed under the name Spartan X in Japan); however, the game has no bearing on the plot of the film outside the names of the main protagonist and his girlfriend, allowing Irem to export the game without the license by simply changing the title.",https://gamefaqs.akamaized.net/box/3/4/2/49342_front.jpg
Adventure Island,1988-09,3.31,,Action,"Hudson's Adventure Island is a side-scrolling platform game produced by Hudson Soft that was released in Japan for the Famicom and MSX on September 12, 1986. It was released in North America for the Nintendo Entertainment System on September 1988 and in the PAL region in 1992 under the title of Adventure Island Classic.",https://gamefaqs.akamaized.net/box/9/3/1/45931_front.jpg
Kid Niki: Radical Ninja,1987-11,3.31,,Action,"Kid Niki: Radical Ninja, known in Japan as Kaiketsu Yanchamaru (快傑ヤンチャ丸, lit. ""The Wonderful Yanchamaru""), is an arcade game developed and published by Irem in 1986, and was later published outside Japan by Data East in 1987. The arcade game runs on Irem-62 Hardware, the same as Kung Fu Master.",https://gamefaqs.akamaized.net/box/3/2/4/49324_front.jpg
Legendary Wings,1988-07,3.31,,Action,"Legendary Wings (アレスの翼Aresu no Tsubasa, ""The Wings of Ares"") is a fantasy-themed shoot-'em-up game released by Capcom as a coin-operated video game in 1986. The player takes control of a young soldier equipped with magical wings who must save the world from a malfunctioning supercomputer. A home version for the Nintendo Entertainment System was released exclusively in North America in 1988. The original coin-op version is included in Capcom Classics Collection for PlayStation 2 and Xbox and in Capcom Classics Collection Remixed for PlayStation Portable.",https://gamefaqs.akamaized.net/box/1/8/1/23181_front.jpg
Super Sprint,1989-,3.31,,Racing,"Super Sprint is a 1986 arcade game by Atari Games. The player drives a Formula One-like car on a circuit that is viewed from above. The game is a successor to Gran Trak 10 and the Sprint series, which were black-and-white games from the 1970s. A sequel, Championship Sprint, was released later in the same year.",https://gamefaqs.akamaized.net/box/7/7/2/49772_front.jpg
Sky Shark,1989-09,3.3,,Action,"Flying Shark (飛翔鮫Hishōzame), released in North America as Sky Shark, is a 1987 vertical scrolling shooterarcade game developed by Toaplan and published by Taitoin Japan, Electrocoin in the United Kingdom and Romstarin North America.",https://gamefaqs.akamaized.net/box/6/6/8/28668_front.jpg
Captain America and the Avengers,1991-12,3.3,,Action,"Captain America and the Avengers (キャプテンアメリカアンドジアベンジャーズKyaputen Amerika ando ji Abenjāzu) is an arcade gamedeveloped and released by Data East in 1991. It features the Marvel Comics characters The Avengers in a side-scrolling brawling and shootingadventure to defeat the evil Red Skull. The game received ports for the Sega Genesis/Mega Drive, Super Nintendo Entertainment System, Game Boy and Game Gear. A different Data East game was released for the Nintendo Entertainment System.",https://gamefaqs.akamaized.net/box/6/2/8/44628_front.jpg
Lunar Pool,1987-10,3.3,,Sports,"Lunar Pool (known as Lunar Ball (ルナーボール Runā Bōru)in Japan) is a video game that combines pool (pocket billiards) with aspects of miniature golf, created and developed by Compile for the Nintendo Entertainment System and MSX, in which each stage is a differently shaped pool table. The object is to knock each ball into a pocket using a cue ball. There are sixty levels to choose from, and the friction of the table is adjustable (thus the lunar reference in the title, along with Moon-related background imagery within the game).",https://gamefaqs.akamaized.net/box/3/8/4/49384_front.jpg
Mappy-Land,1989-04,3.3,,Action,Mappy-Land (マッピーランドMappī Rando) is a video game console-only sequel to the 1983 Namco/Midway arcade game Mappy. The game was developed by TOSE and published by Namco in Japanand Taxan in North America for the Nintendo Entertainment System. It was later released by Bandai Namco Games for the Wii U Virtual Consoleworldwide in February 2015.,https://gamefaqs.akamaized.net/box/4/1/1/49411_front.jpg
Ninja Crusaders,1990-12,3.3,,Action,Ninja Crusaders is a side-scrolling action game released by Sammy for the Nintendo Entertainment System in 1990. The player takes control of one of two ninjas who are tasked at thwarting an alien invasion. The game has been compared to Tecmo's Ninja Gaidenseries.,https://gamefaqs.akamaized.net/box/4/9/6/49496_front.jpg
Ultima: Exodus,1989-02,3.29,,Role-Playing,"Ultima III: Exodus is the third game in the series of Ultimarole-playing video games. Exodus is also the name of the game's principal antagonist. It is the final installment in the ""Age of Darkness"" trilogy. Released in 1983, it was the first Ultima game published by Origin Systems. Originally developed for the Apple II, Exodus was eventually ported to 13 other platforms, including a NES/Famicom remake.",https://gamefaqs.akamaized.net/box/8/6/9/49869_front.jpg
Smash T.V.,1991-09,3.29,,Action,"Smash TV is a 1990 arcade game created by Eugene Jarvis and Mark Turmell for Williams. It revolves around a futuristic, violent game show in which players move through a series of rooms collecting prizes and clearing out waves of enemies using guns and power-up abilities. It is a dual-stick shooter in the same vein as 1982's Robotron: 2084 (co-created by Jarvis).",https://gamefaqs.akamaized.net/box/7/0/0/49700_front.jpg
Faria: A World of Mystery & Danger!,1991-06,3.29,,Role-Playing,"Faria: A World of Mystery and Danger!, known in Japan as Faria Fuuin no Tsurugi (ファリア 封印の剣, lit. ""Faria: Sealed Sword""), is an action role-playing game (RPG) for the Nintendo Entertainment System. It was developed by Game Arts, published in Japan by Hi-Score in 1989, and published by Nexoft in North America in 1991.",https://gamefaqs.akamaized.net/box/1/2/4/49124_front.jpg
Tom & Jerry: The Ultimate Game of Cat and Mouse!,1991-12,3.28,,Action,"A Tom and Jerry video game (also known as Tom and Jerry: The Ultimate Game of Cat and Mouse! or Tom and Jerry (and Tuffy)) was released by Hi Tech Expressions for the Nintendo Entertainment System in 1991 and for MS-DOS in 1993. Tom has mouse-napped Jerry's nephew Tuffy and locked him in a trunk in the attic. Usable weapons include bubble gum, meat cleaver, cups of water, moth balls, hammer, invisible ink and drill.",https://gamefaqs.akamaized.net/box/8/3/5/49835_front.jpg
Teenage Mutant Ninja Turtles: Tournament Fighters,1994-02,3.28,,Action,"Teenage Mutant Ninja Turtles: Tournament Fighters, or Teenage Mutant Hero Turtles: Tournament Fighters in Europe, is the title of three different fighting games based on the characters the Teenage Mutant Ninja Turtles, produced by Konami for the Nintendo Entertainment System, Sega Genesis, and Super NES and released during a period between 1993 and 1994. Konami produced a different fighting game based on the franchise for each platform, featuring a differing cast of characters.",https://gamefaqs.akamaized.net/box/2/4/6/48246_front.jpg
Contra Force,1992-09,3.28,,Action,"Contra Force is an action shooting game released by Konami for the Nintendo Entertainment System in 1992in North America. It is a spinoff of the Contra series, being the third game in the series released for the NES following the original Contra and Super Contra, although the game's plot and setting are unrelated to previous entries, as the villains in the game are human terrorists instead of an alien menace. The game was scheduled to be released in Japan under the title of Arc Hound (アークハウンド Āku Haundo), with no ties to the Contra series, but was cancelled.",https://gamefaqs.akamaized.net/box/9/1/0/21910_front.jpg
Sky Kid,1987-09,3.28,,Action,"Sky Kid is a horizontal scrolling shooter arcade gamethat was released by Namco in 1985. It runs on Namco Pac-Land hardware but with a video system like that used in Dragon Buster. It is also the first game from Namco to allow two players to play simultaneously. The game was later released on the Famicom (brought to the American NES by Sunsoft), and both this version for the Wii, Nintendo 3DS and Wii Uand the original arcade version for the Wii were later released on Nintendo's Virtual Consoleservice.",https://gamefaqs.akamaized.net/box/6/9/4/49694_front.jpg
Exodus: Journey to the Promised Land,1990-,3.28,,Puzzle,"Exodus is a video game that was released for the Nintendo Entertainment System by Color Dreams through its Wisdom Tree label in 1991. Like all Wisdom Tree games, Exoduswas not officially licensed by Nintendo.",https://gamefaqs.akamaized.net/box/1/7/3/46173_front.jpg
Pinball Quest,1990-06,3.28,,Action,Pinball Quest is the name of a Nintendo Entertainment System video game developed by TOSE and published by Jaleco in 1990. The game is based on the popular arcadegame pinball. The role playingaspect of the game makes it unique from other pinball based video games.,https://gamefaqs.akamaized.net/box/1/7/2/22172_front.jpg
Bump 'n' Jump,1988-12,3.27,,Racing,"Bump 'n' Jump, known in Japan as Burnin' Rubber (バーニンラバー Bānin Rabā), is a 1982 Japanese arcade gamecreated by Data East Corporation, released as both a dedicated board and as part of their DECO Cassette System. The game was published in North America by Bally Midway.",https://gamefaqs.akamaized.net/box/9/7/6/48976_front.jpg
Advanced Dungeons & Dragons: Pool of Radiance,1992-04,3.26,,Role-Playing,"Pool of Radiance is a role-playing video game developed and published by Strategic Simulations, Inc (SSI) in 1988. It was the first adaptation of TSR's Advanced Dungeons & Dragons (AD&D) fantasy role-playing game for home computers, becoming the first episode in a four-part series of D&D computer adventure games. The other games in the ""Gold Box"" series used the game engine pioneered in Pool of Radiance, as did later D&Dtitles such as the Neverwinter Nights online game. Pool of Radiance takes place in the Forgotten Realms fantasy setting, with the action centered in and around the port city of Phlan.",https://gamefaqs.akamaized.net/box/5/4/0/49540_front.jpg
Lode Runner,1987-09,3.26,,Puzzle,"Lode Runner (originally Kongand then Miner) is a 2D, non-scrolling platform computer and console video game first published by Brøderbund Software in 1983 as an ""action game"". Unlike later platformers that rely on precision jumping and movement, levels in Lode Runner are puzzle-oriented. The player controls one character who must collect all the gold pieces in a level and then get to the end while being chased by a number of enemies. It is one of the first games ever to include a level editor.",https://gamefaqs.akamaized.net/box/1/6/4/34164_front.jpg
Karnov,1988-01,3.26,,Action,"Karnov (カルノフ) is a 1987platform arcade game. In the game, players take control of the title character Jinborov Karnovski (ジンボロフ・カルノフスキー), or ""Karnov"" for short. Karnov is a strongman popularly illustrated as being from an unspecified part of the Soviet Union's Central Asian republics as shown on the arcade flyer and again in Karnov's Revenge.",https://gamefaqs.akamaized.net/box/3/1/6/49316_front.jpg
Pooyan,1985-09-20,3.26,,Action,"Pooyan (プーヤン) is a fixed shooter arcade game released by Konami in Japan in 1982. It was manufactured in North America by Stern Electronics. The player controls ""Mama,"" a pig whose babies have been kidnapped by a group of wolves.",https://gamefaqs.akamaized.net/box/5/6/9/40569_front.jpg
Wrecking Crew,1985-10,3.25,,Action,Wrecking Crew is a 1985action game developed and published by Nintendo. It was designed by Yoshio Sakamotoand released as a launch title for the Nintendo Entertainment System.,https://gamefaqs.akamaized.net/box/6/8/0/41680_front.jpg
Sword Master,1992-01,3.25,,Action,Sword Master is a side-scrolling action gamedeveloped for the Nintendo Entertainment System. The game is set in medieval fantasy setting and focuses primarily on strategic fighting using shield and sword. The game is also one of the NES games to include parallax scrolling.,https://gamefaqs.akamaized.net/box/7/7/8/49778_front.jpg
Rush'n Attack,1987-04,3.25,,Action,"Rush'n Attack, originally released in Japan and Europe as Green Beret (グリーンベレー Gurīn Berē), is a run and gun arcade game released by Konami in 1985. Rush'n Attack is remembered for its Cold War setting (the title is a play on ""Russian attack"") and its reliance on the player using a knife to dispatch enemies.",https://gamefaqs.akamaized.net/box/7/9/9/20799_front.jpg
Hogan's Alley,1985-10,3.25,,Action,"Hogan's Alley is a 1984 video game by Nintendo. It was one of the first games to use a light gun as an input device. The game presents players with ""cardboard cut-outs"" of gangsters and innocent civilians. The player must shoot the gangs and spare the innocent people.",https://gamefaqs.akamaized.net/box/2/3/2/49232_front.jpg
Indiana Jones and the Last Crusade (1991),1991-03,3.25,,Action,"Indiana Jones and the Last Crusade is a video game released in 1991 by Taito, for the NES based on the film with the same name.",https://gamefaqs.akamaized.net/box/2/5/3/49253_front.jpg
Paperboy 2,1992-04,3.24,,Action,"Paperboy 2 is a sequel to the video game Paperboy. It was released in 1991–1992 for a large number of home systems. While Paperboydebuted in arcades and was subsequently ported to home systems, this game was only released for consumer systems. It was released for the Amiga, Amstrad CPC, Atari ST, MS-DOS, Game Boy, Game Gear, Sega Mega Drive/Genesis, NES, SNES, and ZX Spectrum.",https://gamefaqs.akamaized.net/box/1/5/2/22152_front.jpg
Wild Gunman,1985-10,3.23,,Action,"Wild Gunman is a light gun shooter game created by Nintendo. Originally created as an electro-mechanical arcade game in 1974 by Gunpei Yokoi, it was adapted to a video game format and released in 1985 as a launch title for the Nintendo Entertainment System. It is one of the few games making use of the NES Zapper peripheral.",https://gamefaqs.akamaized.net/box/9/2/4/49924_front.jpg
Wrath of the Black Manta,1990-04,3.23,,Action,"Wrath of the Black Manta is aside-scrolling action gamepublished by Taito for the Nintendo Entertainment System in North America in 1990 and in the PAL region in 1991. It is a localized version of Ninja Cop Saizou (忍者COPサイゾウ Ninja Koppu Saizō), a Family Computer game published by Kyugo in 1989, but with drastic changes to the game's graphics, soundtrack and level designs.",https://gamefaqs.akamaized.net/box/9/4/4/49944_front.jpg
Abadox: The Deadly Inner War,1990-03,3.23,,Action,"Abadox (アバドックスAbadokkusu) is a video gamefor the NES, subtitled The Deadly Inner War. It is a side-scrolling shoot 'em up in the vein of Gradius and R-Type. The game is notable for its unique visual design, as the game takes place inside the intestinal tract of a giant alien organism. Abadox is also known to be difficult, since it takes one hit from an enemy projectile to be killed. In Abadox, if a player is killed, one must restart from a checkpoint passed before death.",https://gamefaqs.akamaized.net/box/8/3/2/48832_front.jpg
Prince of Persia,1992-11,3.23,,Action,"Prince of Persia is a video game franchise created by Jordan Mechner, originally developed and published by Brøderbund, then The Learning Company, and currently Ubisoft. The franchise is built around a series of action-adventure games focused on various incarnations of the eponymous prince. The first game in the series was designed by Mechner after the success of his previous game with Brøderbund, Karateka. The original title spawned two sequels. The series has been rebooted twice since its acquisition by Ubisoft, and has been made into a film, Prince of Persia: The Sands of Time, penned in part by Mechner and released by Walt Disney Pictures in 2010. Since the first remake of Prince of Persia, the series has seen eight sequels on more than 10 different gaming platforms, from the Game Boy Advance to the PlayStation 3.",https://gamefaqs.akamaized.net/box/3/0/3/6303_front.jpg
IronSword: Wizards & Warriors II,1989-12,3.23,,Action,"Ironsword: Wizards & Warriors II (also known as Wizards and Warriors II: Ironsword) is a platformingaction-adventure video gamefor the Nintendo Entertainment System (NES) developed by UK-based company Zippo Games, a subsidiary of Rare. The game was published by Acclaim and released in North America in December 1989 and in Europe on March 27, 1991. It is the sequel to Rare's 1987 title Wizards & Warriors. In Ironsword, the player controls the knight warrior Kuros as he ventures in the land of Sindarin. He must defeat the evil wizard Malkil, who has assumed the elemental forms of Earth, Wind, Fire, and Water. Kuros must collect the parts of and assemble the legendary ""IronSword"" in order to defeat Malkil, who resides at the top of IceFire Mountain.",https://gamefaqs.akamaized.net/box/9/3/2/49932_front.jpg
Ghost Lion,1992-10,3.23,,Role-Playing,"Ghost Lion, known in Japan as White Lion Densetsu - Pyramid no Kanata ni (ホワイトライオン伝説 ―ピラミッドの彼方に― Waito Raion Densetsu -Piramiddo no kanata ni-, White Lion Legend: The Pyramid Beyond), is a 1989 role-playing video gamereleased by Kemco for the Nintendo Entertainment System.",https://gamefaqs.akamaized.net/box/3/8/6/20386_front.jpg
Aladdin (Bootleg),1995-,3.22,,Action,"Disney's Aladdin is a platform game based on the 1992 film of the same name developed by Virgin Games and Disney Software. The game was released by Sega for the Sega Genesis on November 11, 1993 as one of several games based on the film, including another game that was released in the same month by Capcom for the Super NES.",https://gamefaqs.akamaized.net/box/1/8/9/226189_front.jpg
Ms. Pac-Man,1993-11,3.22,,Action,"Ms. Pac-Man is the second game in the Pac-Man series, released in arcades in February 1982. Ms. Pac-Manintroduced a female protagonist, four different mazes, more colorful graphics, and several gameplay changes.",https://gamefaqs.akamaized.net/box/0/5/6/31056_front.jpg
Rolling Thunder,1989-,3.22,,Action,Rolling Thunder is a side-scrolling action game produced by Namco (now known as Bandai Namco Entertainment) originally released in as a coin-operated arcade game which ran on the Namco System 86hardware. It was distributed internationally outside Japan by Atari Games. The player takes control of a secret agent who must rescue his female partner from a terrorist organization. Rolling Thunderwas released for various computer platforms in 1987and the Family Computer and Nintendo Entertainment System in 1989. The original arcade game has also been included in various classic game compilations as well.,https://gamefaqs.akamaized.net/box/6/3/9/49639_front.jpg
Rampage,1988-12,3.22,,Action,Rampage is a 1986 arcade game by Bally Midway.Players take control of gigantic monsters trying to survive against onslaughts of military forces. Each round is completed when a particular city is completely reduced to rubble. Warner Bros. currently owns all rights to the property via their purchase of Midway Games.,https://gamefaqs.akamaized.net/box/0/1/2/42012_front.jpg
Astyanax,1990-03,3.22,,Action,"The Astyanax, known in Japan as The Lord of King(ザ・ロード・オブ・キング), is a side-scrolling action gamedeveloped by Aicom released for the arcades by Jaleco. A home version for the Nintendo Entertainment System, simply titled Astyanax, was released during the same time as the arcade version.",https://gamefaqs.akamaized.net/box/8/9/6/48896_front.jpg
Donkey Kong Jr.,1986-06,3.22,,Action,"Donkey Kong 2: Donkey Kong Jr. is a 1982 platform game that was released by Nintendo. It is the sequel to Donkey Kong, which featured Mario as the hero and Donkey Kong Junior's father as the villain; the roles are reversed here. It first appeared in arcades, and, over the course of the 1980s, was released for a variety of home platforms. The game's title is written out as Donkey Kong Junior in the North American arcade version and various ports to non-Nintendo systems.",https://gamefaqs.akamaized.net/box/0/6/8/23068_front.jpg
Bases Loaded,1988-07,3.22,,Sports,"Bases Loaded, known in Japan as Moero!! Pro Yakyuu(燃えろ!!プロ野球 lit. ""Burn!! Pro Baseball""), is a baseball video game by Jaleco that was originally released in Japan for the arcades. A version for the Nintendo Entertainment System was released in 1987in Japan and in 1988 in North America, and a Game Boy portwas released in July of 1990. A mobile phone version exists as well. For the Virtual Console, Bases Loaded was released on September 11, 2007 in Japan and on April 7, 2008 in North America for the Wii, at the cost of 500 Wii Points and on May 15, 2013 in Japan and on July 10, 2014 in North America for Nintendo 3DS. The Wii U version in North America (which later released in Japan on October 22, 2014) was also released at the same time as the Nintendo 3DS version. A port by Mebius and Clarice Games for the PlayStation 4has been announced for a Q4 2015 release in Japan.",https://gamefaqs.akamaized.net/box/9/8/6/20986_front.jpg
Yoshi,1992-06,3.21,,Puzzle,"Yoshi, known as Mario & Yoshi in Europe and Australia, and as Yoshi's Egg (ヨッシーのたまご Yosshī no Tamago) in Japan, is a puzzle video gamedeveloped by Game Freak and published by Nintendo. The game was released for the Nintendo Entertainment System and Game Boyconsoles. Both versions were first released simultaneously in Japan on December 14, 1991, and released in all other regions the following year. In Yoshi, the player is tasked with clearing monsters from the on-screen playing field. The monsters fall in from the top of the screen to build vertical stacks; the player must prevent a stack from growing too high such that it exits the play field. In order to so, the player swaps and moves the stacks about such that falling monsters collide with identical monsters stationed atop the stacks, causing them to be removed from play. Yoshi offers both a scoring-focused single-player mode and a competitive two-player mode.",https://gamefaqs.akamaized.net/box/2/0/7/21207_front.jpg
Star Wars,1991-11,3.21,,Action,"The Star Wars franchise has spawned over one hundred computer, video, and board games, dating back to some of the earliest home consoles. Some are based directly on movie material, while others rely heavily on the Star Warsexpanded universe.",https://gamefaqs.akamaized.net/box/4/7/6/31476_front.jpg
Track & Field II,1989-06,3.21,,Sports,"Track & Field II (known in Japan as Konamic Sports in Seoul) is a sequel to Track & Field created by Konami for the NES in 1988. It still continues the Olympic-themed sports events, but adds more realism by choosing a country for the player to represent. The series boasted 15 sporting events, with two of them available as bonus stages between rounds of the ""Olympic"" mode. As the Japanese title indicates, the game is based on the 1988 Summer Olympics in Seoul, South Korea, hence the introduction of Taekwondo (a Korean martial art) as one of the events.",https://gamefaqs.akamaized.net/box/7/9/2/55792_front.jpg
Godzilla: Monster of Monsters!,1989-10,3.21,,Action,"Godzilla: Monster of Monsters! (ゴジラ) is a Nintendo Entertainment System video game released in the US in 1988 by Toho Co., Ltd. The North American version removes all references about Toho Cenfile-Soft Libraryand Compile, crediting the game to Toho Eizo on the title screen instead.",https://upload.wikimedia.org/wikipedia/en/d/d5/Godzilla_-_Monster_of_Monsters_%28video_game_box_art%29.jpg
Ghosts 'n Goblins,1986-11,3.21,,Action,"Ghosts 'n Goblins is a run and gun platformer video game series created by Tokuro Fujiwara and developed by Capcom. The first entry in the series was Ghosts 'n Goblins, released as an arcade title on September 19, 1985. The series has subsequently been released on and ported to a variety of game consoles and mobile platforms and spawned several sequels and spin-offs.",https://gamefaqs.akamaized.net/box/4/9/5/33495_front.jpg
Street Fighter 2010: The Final Fight,1990-09,3.21,,Action,"Street Fighter 2010: The Final Fight (Japanese: 2010 ストリートファイター Hepburn: Nī Maru Ichi Maru: Sutorīto Faitā) is a side-scrolling action platform gamereleased by Capcom for the Nintendo Entertainment System in 1990. It was marketed as a science fiction-themed spin-off to the 1987arcade game Street Fighter. The English localization of 2010 changed the name and backstory of the main character to imply that he was Ken from the original Street Fighter, whereas the protagonist in the Japanese version is a completely unrelated character named Kevin. 2010 is of a different genre from the traditional Street Fightergames, which are competitive fighting games.",https://gamefaqs.akamaized.net/box/2/5/4/22254_front.jpg
Jurassic Park,1993-06,3.21,,Action Adventure,"Jurassic Park is an action-adventure video game for the Super Nintendo Entertainment System (SNES), based on the 1990 novel and 1993 film of the same name. It was developed by Ocean Software and released in 1993 in North America and PAL regions, and published and released by Jaleco in 1994 for Japan.",https://gamefaqs.akamaized.net/box/4/5/2/21452_front.jpg
Tiny Toon Adventures 2: Trouble in Wackyland,1993-04,3.2,,Action,"Tiny Toon Adventures 2: Trouble in Wackyland is a Tiny Toon Adventures-based video game, released on the Nintendo Entertainment System in 1993, and developed and published by Konami. The game was originally released in Japan as Tiny Toon Adventures 2: Montana Land e Yōkoso(Tiny Toon Adventures 2 モンタナランドへようこそ, ""Welcome to Montana Land""). According to the story there is a new amusement park in Acme Acres, and everyone has been invited to visit by a ""Secret Admirer"".",https://gamefaqs.akamaized.net/box/8/3/0/49830_front.jpg
Digger T. Rock: The Legend of the Lost City,1990-12,3.2,,Action,"Digger T. Rock: Legend of the Lost City is a platformvideo game developed by Rareand published by the Milton Bradley Company for the Nintendo Entertainment System. It was first released in North America in December 1990 and in Europe in 1991. The game centres around the miner Digger T. Rock, as he spelunks various caves and catacombs whilst searching for the mythical Lost City.",https://gamefaqs.akamaized.net/box/0/6/4/49064_front.jpg
