title,released,gf_score,metascore,genre,description,cover_art_url
Game & Watch Gallery 4,2002-10-28,3.76,71,Miscellaneous,"Game & Watch Gallery 4, known as Game & Watch Gallery Advance in Europe and Australia, is the fourth in a series of compilations of the classic Game & Watch games made between 1980 and 1991. Like the previous incarnations in the series, the featured games have both Classic modes, which attempt to recreate the look of the original units as faithfully as possible, and Modern modes, which feature Mariocharacters along with all-new graphics, all-new gameplay, and music. It is the first and only game in the series to be on the Game Boy Advance.",https://gamefaqs.akamaized.net/box/2/6/8/18268_front.jpg
Mega Man Battle Network,2001-10-30,3.76,79,Role-Playing,"Mega Man Battle Network, known in Japan as Rockman.EXE (ロックマンエグゼ Rokkuman Eguze), is one of Capcom's Mega Man series and debuted in 2001 on the Game Boy Advance. It is a RPG spin-off series based on the original Mega Man series, taking place in a separate continuity where computer and networking technology advanced instead of robotics. There are six main Mega Man Battle Network games as well as several side-story games.",https://gamefaqs.akamaized.net/box/5/2/5/12525_front.jpg
Shining Soul II,2004-04-20,3.75,74,Role-Playing,"Shining Soul II is an action role-playing gamefor the Game Boy Advance. It was developed by Nextech and Grasshopper Manufactureand published by Sega in 2003 (Japan), THQ (2004, Europe) and Atlus (2004, America), as the sequel to Shining Soul and part of the Shining series.",https://gamefaqs.akamaized.net/box/2/3/4/52234_front.jpg
Super Puzzle Fighter II,2003-03-31,3.75,83,Puzzle,"Super Puzzle Fighter II Turbo, released in Japan as Super Puzzle Fighter II X (Japanese: スーパーパズルファイターII X), is a one or two player tile-matchingpuzzle video game first released in 1996 by the Capcom Coin-Op division of Capcom on the CPS IIarcade system. The game's title is a parody of Super Street Fighter II Turbo, as there were no other Puzzle Fighter games at the time, and the game includes music and interface elements spoofing the Street Fighter Alphaand Darkstalkers games. It was a response to Sega's Puyo Puyo 2 that had been sweeping the Japanese arcade scene.",https://gamefaqs.akamaized.net/box/8/2/1/7821_front.jpg
Sonic Battle,2004-01-05,3.75,69,Action,"Sonic Battle is a fightingvideo game developed by Sonic Team for the Game Boy Advance. It was published by Sega in Japan and THQ in North America and Europe. It is the second fighting game in the Sonic the Hedgehogseries, the first game being Sonic the Fighters. It was released in Japan in December 2003 and in North America and Europe in early 2004.",https://gamefaqs.akamaized.net/box/1/4/4/53144_front.jpg
Sonic Advance,2002-02-03,3.74,87,Action,"Sonic Advance is a 2001 side-scrolling platform game developed by Dimpsfor the Game Boy Advance(GBA). It was the first Sonic the Hedgehog game to be released on a Nintendo platform and was produced in commemoration of the series' tenth anniversary. The story follows Sonic, Tails, Knuckles, and Amyas they journey to stop Doctor Eggman from taking over the world. Controlling a character, players are tasked with completing each level, defeating Eggman and his robotarmy, and collecting the seven Chaos Emeralds.",https://gamefaqs.akamaized.net/box/2/9/3/14293_front.jpg
Super Ghouls 'n Ghosts,2002-09-23,3.74,78,Action,"Super Ghouls 'n Ghosts is an action side-scrolling platform gamedeveloped and published by Capcom and releasedfor the Super Nintendo Entertainment System in 1991. It is the third game in the Ghosts 'n Goblinsseries. The game was included in the video game compilation Capcom Generations: Chronicles of Arthur for the PlayStationand Sega Saturn, as well as in Capcom Classics Collection for the PlayStation 2 and Xboxand Capcom Classics Collection: Reloaded for the PlayStation Portable. A remake of the game was released for the Game Boy Advance which features an additional game mode with new stages. The original SNES version was released for the Wii Virtual Console and was released for the Wii U Nintendo eShop on May 16, 2013. Nintendo re-released Super Ghouls 'n Ghosts in the United States in September 2017 as part of the company's Super NES Classic Edition.",https://gamefaqs.akamaized.net/box/4/2/2/17422_front.jpg
Sonic Advance 2,2003-03-09,3.74,83,Action,"Sonic Advance 2 is a 2002 side-scrolling platform game developed by Dimpsfor the Game Boy Advance. It is an installment in the Sonic the Hedgehog series and the sequel to 2001's Sonic Advance. The story follows Sonic as he sets out to save his friends and retrieve the seven magical Chaos Emeralds from series antagonist Doctor Eggman. Gameplay consists of the player completing various levels as one of five characters, each with their own unique attributes. After each zone is completed, the player faces Doctor Eggman in a boss battle.",https://gamefaqs.akamaized.net/box/7/3/6/18736_front.jpg
Classic NES Series: Dr. Mario,2004-10-25,3.73,66,Puzzle,Dr. Mario (stylized as D℞. Mario) is a 1990 action puzzle video gameproduced by Gunpei Yokoiand designed by Takahiro Harada. Nintendodeveloped and published the game for the Nintendo Entertainment System and Game Boy consoles. The game's soundtrack was composed by Hirokazu Tanaka.,https://gamefaqs.akamaized.net/box/5/9/3/59593_front.jpg
ChuChu Rocket!,2001-06-10,3.73,84,Puzzle,"ChuChu Rocket! is an action puzzle gamedeveloped by Sonic Teamand published by Sega. Released for the Dreamcast in 1999, it was the first game for the system to support online console gaming. Players must place arrows on a board to lead mice into escape rockets while avoiding cats. The game features single-player modes in which a player must save all the mice on a board, and a multiplayer mode in which players battle to collect the most mice.",https://gamefaqs.akamaized.net/box/3/9/3/2393_front.jpg
The Sims Bustin' Out,2003-12-16,3.72,,Simulation,"The Sims Bustin' Out is a video game that was released in 2004/2003 for the PlayStation 2, Xbox, Nintendo GameCube, Game Boy Advance, & N-Gage. It is the second title in The Sims console series and the first The Sims title not released on Windows PC. It featured the same 3D environment and engine the past game did, however adds several features from The Simsexpansion packs: The Sims: Hot Date, The Sims: Superstar, and The Sims: Livin' Large. As the titlesuggests, the sims can get out of the house to visit other locations such as Shiny Things Lab or Casa Caliente. There are two modes. Bust Out Mode, which has mission-based gameplay and Freeplay Mode, which is open-ended gameplay very much like the original The Sims PC game. The PS2 version once featured the option to play online. However, it was shut down on August 1, 2008 (the same day The Sims Online shut down).",https://gamefaqs.akamaized.net/box/4/8/6/53486_front.jpg
Phantasy Star Collection,2002-11-24,3.72,76,Miscellaneous,"Phantasy Star is a role-playing video game (RPG) developed by Sega and released for the Master System in 1987. One of the earliest Japanese RPGs for consoles, Phantasy Startells the story of Alis on her journey to defeat the evil ruler of her star system, King Lassic, after her brother dies at his hands. She traverses between planets, gathering a party of fighters and collecting the items she needs to avenge her brother's death and return peace to the star system. The gameplay features traditional Japanese RPG elements including random encounters and experience points. All the characters have predefined personalities and abilities, a unique element compared to the customizable characters of other RPGs of the era.",https://gamefaqs.akamaized.net/box/1/2/7/17127_front.jpg
Yu-Gi-Oh! GX: Duel Academy,2006-01-10,3.72,67,Strategy,"Yu-Gi-Oh! GX: Duel Academy, known as Yu-Gi-Oh Duel Monsters GX: Mezase Duel King (Yu-Gi-Oh! Duel Monsters GX: Aim to be Duel King!) in Japan, is a video game released for the GameBoy Advance console from Nintendo on January 10, 2006. This is the first Yu-Gi-Oh! GX video game released.",https://gamefaqs.akamaized.net/box/2/1/9/69219_front.jpg
Street Fighter Alpha 3,2001-12-01,3.72,83,Action,"Street Fighter Alpha 3is a 2D competitive fighting game originally released by Capcom for the arcades in 1998. It is the third game in the Street Fighter Alphasub-series, which serves as a prequel to Street Fighter II, and ran on the same CP System IIhardware as previous Alpha games. The game was produced after the Street Fighter III sub-series has started, being released after 2nd Impact, but before 3rd Strike. Alpha 3further expanded the playable fighter roster from Street Fighter Alpha 2 and added new features such as selectable fighting styles called ""isms"".",https://gamefaqs.akamaized.net/box/6/8/8/7688_front.jpg
The Lord of the Rings: The Third Age,2004-11-02,3.71,67,Strategy,"The Lord of the Rings: The Third Age is a 2004 role-playing video gamedeveloped by EA Redwood Shores for the PlayStation 2, Xbox and GameCube. A turn-based tactics version of the game was developed for the Game Boy Advanceby Griptonite Games. The game was published on all platforms by Electronic Arts, and released worldwide in November 2004.",https://gamefaqs.akamaized.net/box/8/8/2/59882_front.jpg
Mega Man & Bass,2003-03-10,3.71,79,Action,"Mega Man & Bass is an action-platform video gamedeveloped and published by Capcom. It is a spin-off title in the original Mega Man series and was originally released in Japan for the Super Famicom on April 24, 1998. It was later ported to the Game Boy Advance (GBA) handheldin 2002, and localized in English and released the following year.",https://gamefaqs.akamaized.net/box/3/3/6/52336_front.jpg
Breath of Fire,2001-12-13,3.71,79,Role-Playing,"Breath of Fire is a role-playing video game series developed by Capcom. It originated on the Super Nintendo Entertainment System in 1993. The series is notable for its recurring characters and ambiguous continuity; though each game is its own self-contained story, the names of the two lead characters are usually Ryu and Nina.",https://gamefaqs.akamaized.net/box/3/1/4/13314_front.jpg
The Lord of the Rings: The Two Towers,2002-11-11,3.71,,Role-Playing,"The Lord of the Rings: The Two Towers is an action hack and slashvideo game developed by Stormfront Studios for the PlayStation 2 and Xbox. It was ported to the Game Boy Advance by Griptonite Games, to the GameCubeby Hypnos Entertainment, and to mobile by JAMDAT. A version for Microsoft Windows developed by Ritual Entertainment was cancelled during development. The game was published on all platforms by Electronic Arts. Originally released in North America for the PlayStation 2 in October 2002, it was released in November 2002 for the Game Boy Advance, in December 2002 for the Xbox and GameCube, and in May 2003 for mobile. In November 2003, EA released a sequel, The Lord of the Rings: The Return of the King.",https://gamefaqs.akamaized.net/box/9/5/5/17955_front.jpg
Mario vs. Donkey Kong,2004-05-24,3.7,81,Action,"Mario vs. Donkey Kongis a sub-series of the Marioand Donkey Kong series, based on puzzle video games, marking the return of Pauline, and Donkey Kong's rivalry with Mario. Mario vs. Donkey Kong, released in 2004 for the Game Boy Advance, was followed by March of the Minis for the Nintendo DS, Minis March Again on DSiWare, Mini-Land Mayhem in 2010 for the DS, Minis on the Move for the Nintendo 3DS in 2013, Tipping Stars for the Wii U and 3DS in 2015. The latest title centered on amiibo, titled Mini Mario & Friends: Amiibo Challenge was released in 2016. ",https://gamefaqs.akamaized.net/box/8/4/4/53844_front.jpg
Kuru Kuru Kururin,2016-02-11,3.7,,Puzzle,"Kuru Kuru Kururin is a puzzle video gamedeveloped by Eighting and published by Nintendo for the Game Boy Advancehandheld video game console. It was released in Japan on March 21, 2001 and in Europe and Australia on June 22, 2001 as a launch title. North America saw the title for the first time on February 11, 2016 via the Wii U's Virtual Console service. Kuru Kuru Kururin is the first title in the Kururinseries and was followed by two Japan-only sequels, Kururin Paradise and Kururin Squash!",https://gamefaqs.akamaized.net/box/0/8/6/12086_front.jpg
Klonoa: Empire of Dreams,2001-09-11,3.7,52,Action,"Klonoa: Empire of Dreams (Japanese: 風のクロノア 夢見る帝国, Kaze no Kuronoa Yumemiru Teikoku, Klonoa of the Wind: Dreaming Empire) is a video game published by Namco for the Game Boy Advance and released in Japan and North America in 2001 and Europe the following year. Falling somewhere between Klonoa: Door to Phantomileand Klonoa 2: Lunatea's Veil, Empire of Dreams is a two-dimensional adventure game with puzzle elements that takes place in the new realm in the Klonoa series, the Kingdom of Jillius.",https://gamefaqs.akamaized.net/box/3/0/1/13301_front.jpg
Kingdom Hearts: Chain of Memories,2004-12-07,3.7,76,Role-Playing,"Kingdom Hearts: Chain of Memories is an action role-playing video gameco-developed by Square Enix and Jupiter, and published by Square Enixin 2004 for the Game Boy Advance. The game serves as an intermediary between the two larger-scale PlayStation 2 games in the Kingdom Heartsseries. It was one of the first GBA games to incorporate full motion video (FMV). The game was remade into a PlayStation 2 game titled Kingdom Hearts Re:Chain of Memories, which was released in Japan as a second disc packaged with Kingdom Hearts II Final Mix in March 2007. The remake was released in North America on December 2, 2008.",https://gamefaqs.akamaized.net/box/4/9/4/57494_front.jpg
Bomberman Tournament,2001-,3.7,88,Puzzle,"Bomberman Tournament is a game in the long-standing Bomberman series for the GBA. The game contains a fully realized multiplayer battle mode between linked Game Boy Advances. The player and up to three friends can compete in any of the game's eight multiplayer battle arenas, each of which has its own unique gameplay twist.",https://gamefaqs.akamaized.net/box/7/0/2/13702_front.jpg
Hamtaro: Rainbow Rescue,2004-10-29,3.69,,Role-Playing,"Hamtaro: Rainbow Rescue is a video gamedeveloped by AlphaDreamfor Game Boy Advanceand the sequel to Tottoko Hamutaro: Tomodachi Daisakusen Dechu, Hamtaro: Ham-Hams Unite! and Hamtaro: Ham-Ham Heartbreak. It was released in Japan and PAL regions, and was set to be released in North America, but it was cancelled. The series is based on the manga Hamtaro, written by Ritsuko Kawai.",https://gamefaqs.akamaized.net/box/7/4/1/43741_front.jpg
Dragon Quest Monsters: Caravan Heart,2003-03-29,3.69,,Role-Playing,"Dragon Quest Monsters: Caravan Heart (ドラゴンクエストモンスターズ キャラバンハート Doragon Kuesuto Monsutāzu Kyaraban Hāto) (Dragon Quest Monsters: Caravan Heart) is the third game in the Dragon Quest Monsters series, released only in Japan by Enix for the Game Boy Advance.The game was simultaneously announced with Dragon Quest VIII in Famitsu in 2002. Like the other Dragon Quest titles, development of Caravan Heart was led by Yuji Horii.",https://gamefaqs.akamaized.net/box/1/2/1/55121_front.jpg
Pac-Man Collection,2001-07-12,3.69,79,Miscellaneous,"Pac-Man Collection is a compilation of four Pac-Man games, released in 2001 and 2002 for the Game Boy Advance: Pac-Man, Pac-Mania and Pac-Man Arrangement, all ports of arcade games which follow the essence of classic Pac-Man gameplay; and Pac-Attack, a falling-block puzzle game akin to Tetris originally released on the Sega Genesis and Super NES.",https://gamefaqs.akamaized.net/box/3/0/4/14304_front.jpg
Shaman King: Master of Spirits 2,2005-08-02,3.68,72,Role-Playing,"Shaman King: Master of Spirits 2 is the sequel to the Game Boy Advancegame Shaman King: Master of Spirits that had been released in 2002. Konami decided to make a sequel to this game, released on August 2, 2005, supposedly only for the United States and Europe.",https://gamefaqs.akamaized.net/box/4/5/8/68458_front.jpg
Iridion II,2003-05-29,3.68,78,Action,Iridion II is a scrolling shooter video gamedeveloped by Shin'en Multimedia and published by Majesco Entertainmentand Vivendi Universal Games in North Americaand PAL regionsrespectively for the Game Boy Advance handheldvideo game console. It is the sequel to Iridion 3Dalthough it is played from a different perspective.,https://gamefaqs.akamaized.net/box/0/2/2/54022_front.jpg
F-Zero: GP Legend,2004-09-20,3.68,77,Racing,"F-Zero: GP Legend is a futuristic racing video game for the Game Boy Advancehandheld. Developed by Suzak Inc., it was released in Japan in 2003, and in Europe and North America in 2004.",https://gamefaqs.akamaized.net/box/6/1/9/57619_front.jpg
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,2003-04-08,3.68,72,Strategy,"Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel, later released in Japan as Yu-Gi-Oh! Duel Monsters International (遊☆戯☆王！デュエルモンスターズ インターナショナル Yu-Gi-Ō! Deyueru Monsutāzu Intānashonaru) is a Game Boy Advance game based on the popular Yu-Gi-Oh!trading card game and TV series that has the player set during the Battle City arc, dueling popular characters from the anime and manga. The main objective of the game is to build a strong deck from cards won after duels from the main cast from the English second season anime.",https://gamefaqs.akamaized.net/box/4/0/1/52401_front.jpg
Gradius Galaxies,2001-11-12,3.67,78,Action,"Gradius Advance is a horizontally scrolling shooter handheld video game developed by Mobile21 and published by Konami in 2001. It was released later in the same month in the United Statesas Gradius Galaxies and in 2002 in Japan as Gradius Generation (グラディウスジェネレーションGuradiusu Jenerēshon).It is the only Gradius title available for the Game Boy Advance. The game's plot is set between Gradius IIIand Gradius Gaiden. Bacterion was developing a powerful weapon to use against the planet Gradius, but it was destroyed. A few years later it crashed on a planet and the planet gradually changed into a mechanical fortress. The planet Gradius then sent the Vic Viper to stop it.",https://gamefaqs.akamaized.net/box/9/6/1/14961_front.jpg
Lunar Legend,2002-12-10,3.66,79,Role-Playing,"Lunar Legend (ルナレジェンド) is a role-playing video game for Nintendo's Game Boy Advancedeveloped by Japan Art Media and published internationally by Ubisoft, who also provided the translation. It is a re-telling of the events of Lunar: The Silver Star with story and content changes. All the characters from the original game appear.",https://gamefaqs.akamaized.net/box/2/4/5/17245_front.jpg
Tales of the World: Narikiri Dungeon 3,2005-01-06,3.66,,Role-Playing,"Tales of the World: Narikiri Dungeon 3 (テイルズオブザワールド なりきりダンジョン3 Teiruzu Obu za Waarudo Narikiri Danjon 3) is a spin-off from the Tales RPG series made by Namco. The game was released exclusively in Japan for the Game Boy Advance on January 6, 2005. Tales of the World: Narikiri Dungeon 3'scharacteristic genre name is Cosplay S-RPG (コスプレS-RPG Kosupure S-RPG).",https://gamefaqs.akamaized.net/box/3/3/0/63330_front.jpg
Mario Kart: Super Circuit,2001-08-26,3.66,93,Racing,"Mario Kart: Super Circuit is a kart racing game developed by Intelligent Systems and published by Nintendo for the Game Boy Advance in 2001. The game is the third installment in the Mario Kart series and the first for handheld consoles, following Super Mario Kart(1992) and Mario Kart 64(1996). It was succeeded by the console game Mario Kart: Double Dash, which was released for the GameCube in 2003. The game retains traditional game elements of Mario Kart set by its predecessors, and upon release, was well-received by reviewers.",https://gamefaqs.akamaized.net/box/4/6/5/11465_front.jpg
DOOM,2001-10-28,3.66,81,Action,"In 2001, a Game Boy Advance version of Doom was released by David A. Palmer Productions. It uses a version of the engine created for the first series of console ports during the 1990s, so its gameplay is generally very true to the original, albeit with less overall content. It does, however, have several differences from the original PC version of the game; some of these are unique to this version of the game, while other differences are common to the other early console ports it shares its code base with:",https://gamefaqs.akamaized.net/box/0/3/8/3038_front.jpg
Wolfenstein 3D,2002-03-31,3.65,57,Action,"Wolfenstein 3D is a first-person shooter video gamedeveloped by id Softwareand published by Apogee Software and FormGen. Originally released on May 5, 1992 for MS-DOS, it was inspired by the 1981 Muse Software video game Castle Wolfenstein, and is the third installment in the Wolfenstein series. In Wolfenstein 3D, the player assumes the role of Alliedspy William ""B.J."" Blazkowicz during World War II as he escapes from the Nazi German prison Castle Wolfenstein and carries out a series of crucial missions against the Nazis. The player traverses each of the game's levelsto find an elevator to the next level or kill a final boss, fighting Nazi soldiers, dogs, and other enemies with knives and a variety of guns.",https://gamefaqs.akamaized.net/box/0/0/2/17002_front.jpg
Sword of Mana,2003-12-01,3.65,72,Role-Playing,"Sword of Mana, originally released in Japan as Shin'yaku: Seiken Densetsu (新約 聖剣伝説, lit. A New Testament: The Legend of the Sacred Sword), is a 2003 action role-playing gamedeveloped by Square Enixand Brownie Brown and published by Square Enix and Nintendo for the Game Boy Advance. It is an enhanced remake of the first game in the Manaseries, the Game Boygame Seiken Densetsu: Final Fantasy Gaiden, which was released as Final Fantasy Adventure in North America and as Mystic Quest in Europe.Sword of Mana was the fifth release in the series. Set in a high fantasyuniverse, the game follows an unnamed hero and heroine as they seek to defeat the Dark Lord and defend the Mana Tree from enemies who wish to misuse its power.",https://gamefaqs.akamaized.net/box/8/7/2/52872_front.jpg
Yu-Gi-Oh! The Eternal Duelist Soul,2002-10-15,3.63,81,Strategy,Yu-Gi-Oh! The Eternal Duelist Soul is a video game for the Game Boy Advance. It is an English-language version of Yu-Gi-Oh! Duel Monsters 5 Expert 1.,https://gamefaqs.akamaized.net/box/5/4/1/20541_front.jpg
Spyro: Attack of the Rhynocs,2003-10-27,3.63,72,Action,"Spyro: Attack of the Rhynocs (known in Europe as Spyro Adventure) is an isometric platformer gamedeveloped by Digital Eclipse and published by Universal Interactive for the Game Boy Advance in 2003. It was the last Spyro game to be released under the Universal Interactivelabel, as parent Vivendi Universal Games would retire the name after the release of Crash Nitro Kart. It was also the final Spyro game to be developed by Digital Eclipse, where for the next major handheld entries they would be replaced by Amaze Entertainment.",https://gamefaqs.akamaized.net/box/0/9/7/53097_front.jpg
Super Robot Taisen D,2003-08-08,3.63,,Strategy,"Super Robot Wars D (スーパーロボット大戦D) is a video game for the Game Boy Advance, an installment of Banpresto'sSuper Robot Warsfranchise. It is the fourth game to appear on the Game Boy Advance system, preceded by Super Robot Wars A, Super Robot Wars R and Super Robot Taisen: Original Generation.",https://gamefaqs.akamaized.net/box/0/2/3/55023_front.jpg
Namco Museum,2001-06-10,3.63,79,Miscellaneous,"Namco Museum is a series of video gamecompilations released by Namco for various consoles released in the 5th generation and above, containing releases primarily from their arcade games from the late 1970s, 1980s, and early 1990s. Namco started releasing compilations with the Namco Museum title in 1995, and continues as of 2018.",https://gamefaqs.akamaized.net/box/4/5/6/10456_front.jpg
Tales of the World: Narikiri Dungeon 2,2002-10-25,3.63,,Role-Playing,"Tales of the World: Narikiri Dungeon 2 (テイルズオブザワールド なりきりダンジョン2 Teiruzu Obu za Waarudo Narikiri Danjon 2) is a spin-off from the Tales RPG series made by Namco. The game was released exclusively in Japan for the Game Boy Advance on October, 2002. Tales of the World: Narikiri Dungeon 2's characteristic genre name is Cosplay RPG (コスプレRPGKosupure RPG). While it succeeds Tales of Phantasia: Narikiri Dungeon, this was the first game in the Tales of the World series, which is known for featuring characters from various main Tales games.",https://gamefaqs.akamaized.net/box/6/6/9/18669_front.jpg
Monster Rancher Advance,2001-11-28,3.62,76,Strategy,Monster Rancher Advance (known in Japan as Monster Farm Advance (モンスターファーム アドバンス Monsutā Fāmu Adobansu)) is the first of the Monster Rancher games to be released on Game Boy Advance.,https://gamefaqs.akamaized.net/box/3/0/1/14301_front.jpg
Classic NES Series: Donkey Kong,2004-06-02,3.62,55,Action,"Donkey Kong is an arcade game released by Nintendo in 1981. An early example of the platform game genre, the gameplayfocuses on maneuvering the main character across a series of platforms while dodging and jumping over obstacles. In the game, Mario (originally named Mr. Video and then Jumpman) must rescue a damsel in distress named Pauline(originally named Lady), from a giant ape named Donkey Kong. The hero and ape later became two of Nintendo's most popular and recognizable characters. Donkey Kong is one of the most important games from the golden age of arcade video games as well as one of the most popular arcade games of all time.",https://gamefaqs.akamaized.net/box/4/7/0/58470_front.jpg
Mega Man Battle Network 4: Red Sun,2004-06-29,3.62,68,Role-Playing,"Mega Man Battle Network 4 is a video gamedeveloped by Capcom for the Game Boy Advance(GBA) handheld game console. It is the fourth game in the Mega Man Battle Network series. Like Battle Network 3 before it, Battle Network 4 has two different versions, Red Sun and Blue Moon,that differ in story and gameplay details. Battle Network 4 is compatible with the e-Reader, and can be linked up with Rockman EXE 4.5 Real Operationand the Battle Chip Gate for NetBattles. It is able to link with Mega Man Zero 3, and contains references to Konami's Boktai series.",https://gamefaqs.akamaized.net/box/4/6/3/57463_front.jpg
Rayman 3,2003-03-04,3.62,83,Action,"Rayman 3 (Game Boy Advance) is a portable version of the console game of the same name which was released for the Game Boy Advance in 2003. It is the first handheld Rayman game to feature multiplayer modes which made use of the Game Boy Advance/GameCube link cable, to link to the GameCube version. It is a 2D side-scrolling game with elements from the original Rayman game, Rayman 2, and Rayman 3, though it is mostly centered around the story of Rayman 2. It is thought that it was originally developed as a Game Boy Advance version of Rayman 2, and that its Rayman 3 elements were added late in its development so that it could be marketed as a Game Boy Advance version of Rayman 3. There are also versions of this game for some mobile phones, and it was ported to the Nokia N-Gage. It was not given the ‘Hoodlum Havoc’ subtitle, as Hoodlums are only being present as enemies in three levels of the game (Hoodlum Hideout, Wretched Ruins and Scaleman's Keep). In 2017, it was released on the Wii U's Virtual Console alongside Rayman Advance.",https://gamefaqs.akamaized.net/box/6/9/4/22694_front.jpg
Broken Sword: The Shadow of the Templars,2002-03-17,3.61,80,Adventure,"Broken Sword: The Shadow of the Templars(also known as Circle of Blood in the United States) is a 1996 point-and-click adventure gamedeveloped by Revolution Software. It is the first game in the Broken Swordseries. The player assumes the role of George Stobbart, an American tourist in Paris, as he attempts to unravel a conspiracy. The game takes place in both real and fictional locations in Europe and the Middle East.",https://gamefaqs.akamaized.net/box/0/8/9/2089_front.jpg
Pokemon Pinball: Ruby & Sapphire,2003-08-26,3.61,81,Action,"Pokémon Pinball: Ruby & Sapphire is a 2003 pinball game developed by Jupiter, published by The Pokémon Company and distributed by Nintendo for the Game Boy Advancehandheld game console. It was first revealed at E3 2003. The North American release was done to coincide with the fifth anniversary of the North American release of Pokémon Red and Blue. It is based on Pokémon Rubyand Sapphire, and is a sequel to Pokémon Pinballfor the Game Boy Color. In some ways, it plays like a traditional pinball game, where the objective is to get a high score by keeping the ball in play as long as possible and hitting bumpers. In keeping with the theme of Pokémon, it features Pokémon collection, where while the players play pinball, they must also capture the eponymous creatures.",https://gamefaqs.akamaized.net/box/8/3/2/53832_front.jpg
DK: King of Swing,2005-09-19,3.61,70,Action,"DK: King of Swing is a video game developed by Paon and published by Nintendo. It was released in 2005. In the game, players swing around on pegs, in a way similar to Clu Clu Land. Scattered throughout levels, in addition to Peg Boards and Bananas, are Crystal Coconuts, Medals, Enemies, and Bonus Barrels.",https://gamefaqs.akamaized.net/box/6/5/8/60658_front.jpg
Gunstar Super Heroes,2005-10-25,3.61,83,Action,"Gunstar Super Heroes,(also known as Gunstar Future Heroes in Europe) is a run and gun video game for the Game Boy Advance developed by Treasure and published by Sega in 2005. It is the sequel to the 1993 Sega Genesis game Gunstar Heroes, with the story taking place after the events of the original game and featuring an expanded combat system over its predecessor.",https://gamefaqs.akamaized.net/box/3/7/1/67371_front.jpg
Mega Man Battle Network 4: Blue Moon,2004-06-29,3.6,67,Role-Playing,"Lan and MegaMan take part in a series of net battle tournaments. Depending on the version of the game, different opponents and scenarios will occur. In between tournaments, a criminal organization called Nebula attack. They spread corruption with the use of Dark Chips, Battle Chips infused with the power of darkness. Meanwhile, an asteroid is traveling through space, heading for Earth. This game received an averaged score of 70% on GameRankings and 68% on MetaCritic (the low scores on this title were due to lack of any real story other than fighting in tournaments).",https://gamefaqs.akamaized.net/box/4/6/6/57466_front.jpg
Rebelstar: Tactical Command,2005-09-06,3.6,78,Strategy,"Rebelstar: Tactical Command is a turn-based tactics video game developed by Codo Technologies and published by Namco for the Game Boy Advance in 2005. The game was created by Julian Gollop, who has previously designed UFO: Enemy Unknown games and the original Rebelstar games.",https://gamefaqs.akamaized.net/box/8/7/9/66879_front.jpg
Sigma Star Saga,2005-08-16,3.59,68,Role-Playing,"Sigma Star Saga is a 2006 hybrid science fiction role-playing-space-shooterdeveloped by WayForward Technologies for the Game Boy Advance. The player explores a standard 2-D overworld but is transported into space for side-scrolling shooter random battles. In this game, Ian Recker goes undercover against Earth's enemies, the Krill, in a battle to save the planet.",https://gamefaqs.akamaized.net/box/1/3/0/65130_front.jpg
Harry Potter and the Prisoner of Azkaban,2004-05-25,3.59,69,Role-Playing,"Harry Potter and the Prisoner of Azkaban is an action-adventure video game based on J. K. Rowling's Harry Potter and the Prisoner of Azkaban, the third novel in the Harry Potter series and the film of the same name. The game was developed by three teams, KnowWonder, Griptonite Games, and EA UK, and was published by EA Games and Warner Bros. Interactive Entertainment.",https://gamefaqs.akamaized.net/box/0/4/0/58040_front.jpg
Max Payne,2003-12-16,3.58,78,Action,"Max Payne is a third-person shooter video game developed by Remedy Entertainment and published by Gathering of Developers in July 2001 for Microsoft Windows. Ports created later in the year for the PlayStation 2, Xboxand the Game Boy Advance were published by Rockstar Games. A Mac OS port was published on 16 July 2002 by MacSoft in North America and Feral Interactive in the rest of the world. There were plans for a Dreamcast version of Max Payne, but they were canceled due to the discontinuation of the console. The game was re-released on 27 April 2009 as a downloadable game in the Xbox Originalsprogram for the Xbox 360. The game was also re-released in 2012 as a downloadable game in the PlayStation Store for the PlayStation 3 under the PS2 classics banner, iOS, Android, and in April 2016 for the PlayStation 4 as a PS2 emulated downloadable game in the PlayStation Store.",https://gamefaqs.akamaized.net/box/8/2/2/9822_front.jpg
Super Dodge Ball Advance,2001-06-10,3.58,79,Sports,"Super Dodge Ball Advance is dodge ballvideo game produced by Atlus that was released for the Game Boy Advance in 2001. It is a spin-off of the Super Dodge Ball series although it does not feature the Kunio-kun characters, despite it being licensed to Atlus by the then successor of Technōs Japan, Million Co., Ltd.",https://gamefaqs.akamaized.net/box/1/3/0/13130_front.jpg
Dragon Ball Z: Supersonic Warriors,2004-06-22,3.55,73,Action,"The Dragon Ball Z: Supersonic Warriors (ドラゴンボールZ 舞空闘劇Doragon Bōru Zetto Bukū Tôgeki) is a series of fighting games based on the Dragon Ball franchise. The first game, Dragon Ball Z Supersonic Warriors was developed by Arc System Works and Cavia and was released for the Game Boy Advance on June 22, 2004. The game was followed by the 2005 sequel, Dragon Ball Z: Supersonic Warriors 2 for the Nintendo DS.",https://gamefaqs.akamaized.net/box/2/0/1/58201_front.jpg
