title,released,gf_score,metascore,genre,description,cover_art_url
Never Alone (Kisima Ingitchuna),2015-06-25,3.83,,Puzzle-Platformer,"Experience an unforgettable journey through the frozen Arctic in this atmospheric puzzle-platformer based on Iñupiaq stories passed down through generations. Play as Nuna, a young Iñupiaq girl, and her loyal arctic fox companion as you traverse beautiful yet treacherous tundra, solve environmental puzzles, and encounter mythical characters from Native Alaskan folklore. Switch between both characters or play cooperatively with a friend to utilize their unique abilities—Nuna's physical prowess and the fox's agile movements and spirit-sight. Brave blizzards, leap across ice floes, and overcome obstacles while uncovering the source of an eternal blizzard threatening your village.",https://images.launchbox-app.com/8cb73db3-8c06-4d49-9fea-367f4b03718b.jpg
New Super Luigi U,2013-08-25,3.93,77,Action,"New Super Luigi U (stylized as New Super Luigi Bros. U) is a 2D side-scrolling platform video game in the New Super Mario Bros. series developed by Nintendo for the Wii U. It is the fourth of five games focusing on Luigi (the others being Mario Is Missing, Luigi's Mansion, Luigi's Mansion: Dark Moon and Luigi's Mansion 3), released in two different versions first being the downloadable content(DLC) package for the main game New Super Mario Bros. U on the Nintendo eShop released in June 2013, and a standalone retail version released in Japan, Europe, and Australia in July 2013, with a release in North America the following month.",https://images.launchbox-app.com/d6b9d5da-6ff0-4171-ab8c-9157639afb9d.jpg
New Super Mario Bros. U,2012-11-18,3.97,84,Action,"New Super Mario Bros. U is a 2D side-scrolling platform video game developed and published in 2012 by Nintendo for the Wii U. It is the fourth title in the New Super Mario Bros. series. An additional campaign for the Year of Luigi, New Super Luigi U, was released as downloadable content in June 2013. A standalone retail version was released the following month. The game received positive reviews, and is one of the best-selling games on the Wii U.",https://images.launchbox-app.com/b3ed33bd-3fca-4064-b129-824f826977d1.jpg
New Super Mario Bros. U + New Super Luigi U,2013-11-01,3.97,,Action,"In the Nintendo Direct from September 14, 2018, Nintendo unveiled an enhanced port from New Super Mario Bros. U and New Super Luigi U exclusively for the Nintendo Switch titled New Super Mario Bros. U Deluxe. The game contains New Super Mario Bros. U and New Super Luigi U and runs in 1080p and 60 frames per second while the original Wii U version runs in 720p and 60 frames per second. The game also contains two new characters called Nabbit and Toadette. It was released on January 11, 2019. A power-up called ""Super Crown"" is a power up for Toadette, which causes her to transform into a character that resembles Princess Peach, Peachette.",https://images.launchbox-app.com/6bbc385b-99a3-44a5-9aa0-2c66a5ced1a9.jpg
Nihilumbra,2015-05-21,3.89,,Puzzle-Platformer,"Guide Born, a shapeless entity that has escaped from the Void, through a beautifully haunting world where nothing wants you to exist. Use powerful colors as abilities to overcome environmental puzzles and relentless enemies. Paint the world with blue to create ice, brown to bounce, green for friction - each color fundamentally changes how you interact with the environment. Master creative combinations to solve increasingly devious challenges across diverse hand-painted landscapes. Narrated with melancholic wisdom, Nihilumbra blends contemplative storytelling with inventive puzzle-platforming.",https://images.launchbox-app.com/a6036228-a950-4bee-9fd5-862cbf6f60bf.jpg
Ninja Gaiden 3: Razor's Edge,2012-11-18,3.68,69,Action Adventure,"Ninja Gaiden 3: Razor's Edge is a 2012 action-adventure video game developed by Team Ninja and originally published by Nintendo for the Wii U in 2012 and subsequently released by Tecmo Koei for the PlayStation 3 and Xbox 360 in 2013. It is an enhanced port of Ninja Gaiden 3 that includes all downloadable content from the original title, as well as additional enhancements made to improve the game. The game can be considered an equivalent to the Ninja Gaiden Sigmagames, as it enhances the original title.",https://images.launchbox-app.com/94eb6292-d7a5-491e-9d77-f5fc6281bdbf.png
Ninja Pizza Girl,2016,4.0,,Platformer,"Run, jump, and deliver pizzas through a vibrant cyberpunk cityscape in this fast-paced platformer with a heart. Play as Gemma, a sixteen-year-old pizza delivery girl who uses parkour moves to navigate rooftops and alleyways while facing off against a rival pizza company and their bullying tactics. The game combines momentum-based platforming with a unique mental health system where negativity from enemies and the environment affects your performance. String together acrobatic moves, maintain your speed, and shake off the haters to make your deliveries on time.",https://images.launchbox-app.com/41823359-7a86-48fb-895b-d1bc0df477f0.png
Ninja Strike Dangerous Dash,2015-10-15,3.81,,Action / Endless Runner,"Choose from five different ninjas, each with unique abilities, in this high-speed side-scrolling endless runner. Dash through dangerous levels while jumping over or slashing enemies to keep your momentum. Collect coins dropped by defeated foes to level up your ninjas and unlock new characters. Master three distinct ninja ways: run and jump to avoid danger, or slash through obstacles in your path. With fast-paced action and multiple playable characters, test your reflexes as you strive for the highest score in this arcade-style challenge. Sources: - [Ninja Strike: Dangerous Dash for Wii U - Nintendo Game Details](https://www.nintendo.com/games/detail/ninja-strike-dangerous-dash-wii-u/) - [Ni",https://images.launchbox-app.com/d06a0f31-371f-4738-b4ee-aa5026c6502f.png
Nintendo Land,2012-11-18,3.73,77,Miscellaneous,"Step into a virtual theme park celebrating Nintendo's greatest franchises in this party game collection designed to showcase the Wii U GamePad. Play 12 attractions inspired by Zelda, Metroid, Mario, Donkey Kong, and more, each utilizing the GamePad's unique features. Compete in solo challenges or team up with friends in asymmetric multiplayer where the GamePad player has a different role than TV players. Navigate Metroid Blast's spaceship battles, tackle The Legend of Zelda: Battle Quest's cooperative sword fighting, or master Luigi's Ghost Mansion's hide-and-seek thrills. Every attraction demonstrates creative uses of the dual-screen gameplay.",https://images.launchbox-app.com/730f42b2-de72-4535-88c0-976d7babdaeb.jpg
Noitu Love Devolution,,3.75,,,,https://images.launchbox-app.com/9a92c103-927a-4a65-aa68-84753de50258.png
Nova-111,2015-09-01,3.61,,Puzzle,"Navigate a vibrant sci-fi universe where real-time action collides with turn-based strategy in this unique hybrid adventure. Pilot the Nova-111 research vessel through mysterious alien planets, solving intricate environmental puzzles while battling strange creatures that move in both turn-based and real-time patterns. Master the innovative dual-time mechanic—enemies and hazards operate on different temporal rules, creating mind-bending tactical challenges. Explore procedurally-generated worlds filled with scientific anomalies, rescue stranded scientists, and collect DNA samples from bizarre alien lifeforms.",https://images.launchbox-app.com/d4feadc3-696a-4020-8826-60ed5edb9b8e.png
Now I Know My Abcs,,3.11,,,,https://images.launchbox-app.com/b9e4fb53-0129-42ae-bc2f-b1f1048b2249.png
Octocopter Super Sub Squid Escape,,3.68,,,,https://images.launchbox-app.com/9eeee3c3-a041-4fa6-a277-67b05ad60140.png
Octodad Dadliest Catch,2014-07-03,4.15,,Action,"Step into the tentacles of Octodad, a dapper octopus masquerading as a human father and husband. Navigate everyday tasks like mowing the lawn, buying groceries, and attending family outings while desperately concealing your cephalopod identity from suspicious humans. The physics-based controls create hilarious chaos as you struggle to coordinate your floppy tentacles to perform simple actions without raising suspicion. Wedding anniversaries become obstacle courses, aquarium visits turn into high-stakes stealth missions, and cooking dinner becomes an exercise in controlled destruction.",https://images.launchbox-app.com/561b67c7-7ca2-4440-b3c0-db6c1d5626df.png
Oddworld - New 'N' Tasty,2016-09-27,3.93,,Platformer,"Return to Rupture Farms in this stunning remake of the original Oddworld: Abe's Oddysee. Guide Abe, a Mudokon slave worker, through treacherous industrial facilities as he attempts to escape captivity and rescue his fellow workers from being processed into food products. This cinematic platformer combines precise movement, environmental puzzles, and a unique ""GameSpeak"" system that lets you command other Mudokons with voice commands. Sneak past deadly Sligs, possess enemies to use their abilities against them, and solve intricate puzzles across beautifully reimagined environments. Your choices matter—save all 299 Mudokons for the good ending or leave them behind.",
Ohayou! Beginner's Japanese,,3.09,,,,https://images.launchbox-app.com/0dd60b87-e7f0-4ed1-b221-bc0716ef717c.png
OlliOlli,2015-03-05,3.76,,Sports,"Master the art of skateboarding in this brutally addictive 2D side-scrolling action game. Grind through 50 devious levels across five distinct worlds, each demanding pixel-perfect precision and split-second timing. Chain together tricks, grinds, and manuals to build massive combos while racing against the clock. The simple two-button control scheme is deceptively deep—landing tricks requires you to time your release perfectly, turning every rail and gap into a test of skill. Compete in daily challenges called the Daily Grind, chase high scores in the punishing RAD mode, and perfect your runs in Spots mode.",https://images.launchbox-app.com/1ff70912-9f5e-48e8-aad1-6b9a4f6254c5.png
Olympia Rising,2016-06-09,4.0,,Action Platformer,"Battle your way out of the Underworld as Iola, a warrior cast into Hades' domain. This vertical platformer challenges you to slash through enemies and build aerial combos while climbing upward through six twisted environments. Collect Obolus coins from defeated foes to pay Charon the Ferryman and pass through the gates of the Underworld. Face fierce bosses including giant crabs and bone-crunching cyclops. Simple to pick up but difficult to master, with fast-paced combat and fluid movement that rewards skilled players seeking the most efficient paths to Mount Olympus. Sources: - [Olympia Rising (Wii U eShop) Review – Seafoam Gaming](https://seafoamgaming.com/2016/07/18/olympia-rising-wii-u-e",https://images.launchbox-app.com/6ddb73da-0dae-4753-89b1-4a96c8a528e6.png
One Piece: Unlimited World Red,2014-07-08,3.98,66,Action,"One Piece: Unlimited World Red is an action-adventure video game based on the famous One Piece manga and anime. This is the thirty-sixth video game based on the series, and the fifth title in the Unlimited sub-series. It was released for the Nintendo 3DS in Japan on November 21, 2013 and released for additional platforms and in more regions the following year. On March 12, 2014, the game was confirmed to be releasing in North America, Europe, and Japan in 2014 on Wii U, PlayStation 3 and PlayStation Vita. The Wii U version does not have a physical retail release in North America and Australia.",https://images.launchbox-app.com/b44b08b7-8aa1-40e1-8932-b4c0a5369aa5.jpg
Orbit,2017-04-20,,,Puzzle / Arcade,"Guard your base against incoming enemy ships in this minimalist defense game. Control an orbiting arrow around a central orb and tap the screen to create protective barriers that destroy approaching threats. Enemy ships fly in from random directions, and you must time your shield deployment perfectly to stop them. Miss too many attacks and it's game over. Stylus-controlled gameplay challenges you to rack up high scores through quick reflexes and precise timing in this budget eShop title from RCMADIAX. Sources: - [ORBIT (2017) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/orbit) - [ORBIT | Wii U download software | Games | Nintendo UK](https://www.nintendo",
Outside the Realm,2016-02-11,2.75,,Puzzle,Control Amos the Astronaut through 30 space-themed puzzle levels using the Wii U GamePad. Tap to send Amos bouncing through space as he collects crystals for an alien merchant. Use the D-Pad to control direction while dodging enemies and navigating obstacles to reach the ship safely. Master timing and trajectory in this budget-priced eShop puzzle game from TreeFall Studios that can be completed in about 30 minutes.,https://images.launchbox-app.com/d975c291-b525-431e-9bf8-4121f89641af.png
Overworld Defender Remix,,4.0,,,,https://images.launchbox-app.com/83561fb7-5834-4de8-9df9-796fc90fa791.png
Pac-Man and the Ghostly Adventures,2013-10-29,3.37,,Platformer,"Jump into the vibrant world of Pac-Man and the Ghostly Adventures in this colorful 3D platformer. Play as Pac-Man with the ability to transform into different forms, each granting unique powers to overcome obstacles and defeat ghosts. Chomp through the Netherworld, navigate diverse environments from haunted castles to futuristic cities, and take on challenging boss battles. Use power-ups like Fire Pac, Ice Pac, and Chameleon Pac to solve puzzles and battle the mischievous ghosts threatening PacWorld. The game features accessible platforming action with variety in level design and abilities, making it an enjoyable adventure for fans of character-driven platformers and newcomers alike.",https://images.launchbox-app.com/2ca0e467-e59a-48c7-a517-56b320feca61.jpg
Pac-Man and the Ghostly Adventures 2,2014-10-14,3.7,,Platformer,"Join Pac-Man in his second 3D platforming adventure as he battles the sinister Betrayus and his ghostly forces threatening Pac-World. Jump, chomp, and power-up your way through colorful environments filled with challenging obstacles and puzzles. Transform into different forms with unique abilities - freeze enemies as Ice Pac, bounce higher as Rubber Pac, or shrink down to access secret areas. Switch between Pac-Man and his friends Cylindria and Spiral, each offering distinct gameplay mechanics and special skills. Battle through multiple worlds with improved platforming controls, creative level designs, and exciting boss encounters that test your reflexes and timing.",https://images.launchbox-app.com/8ef7de57-d152-401c-b725-37233e504dcd.jpg
Pad of Time,,3.0,,,,https://images.launchbox-app.com/7c5d9f57-829a-4bd0-aa67-0b1f240dfcdb.jpg
Panda Love,,3.07,,,,https://images.launchbox-app.com/708f103a-1b6a-4b60-bfd9-b09c664af280.png
Paparazzi,2015-02-12,3.57,,Party,"An asymmetric two-player competitive game where one player controls a celebrity fleeing to their limo while the other plays as a paparazzi photographer hunting for the perfect shot. The celebrity hides behind buildings and crowds across six auto-scrolling levels including movie studios, nightclubs, and high-class balls. The photographer uses the Wii Remote or GamePad to snap photos for money, while the celebrity wins by dodging the camera lens. Features seven playable characters from mulleted movie stars to bears on tricycles in this frantic game of cat-and-mouse. Sources: - [Paparazzi Review (Wii U eShop) | Nintendo Life](https://www.nintendolife.com/reviews/wiiu-eshop/paparazzi) - [Papara",https://images.launchbox-app.com/9a0af75d-c174-4733-866d-da29ab9052da.png
Paper Mario: Color Splash,2016-10-07,3.65,76,Role-Playing,"Paper Mario: Color Splash is a 2016 action-adventure role-playing video game developed by Intelligent Systems and published by Nintendo for the Wii U. It is the fifth game in the Paper Mario series, the sequel to Paper Mario: Sticker Star, and the final Wii U game developed by Intelligent Systems. The story follows the protagonist, Mario, on his quest to retrieve the Big Paint Stars and rescue Princess Peach from Bowser.",https://images.launchbox-app.com/d65d4e5d-28cc-4251-810f-d03a8243cf29.jpg
Paper Monsters Recut,2013,3.65,,Platformer,"Paper Monsters Recut is a charming 2.5D platformer set in a handcrafted papercraft world. Guide your cardboard hero through vibrant environments filled with creative enemies and challenging obstacles. Run, jump, and bounce your way through multiple worlds, each featuring unique visual themes and gameplay mechanics. Collect buttons scattered throughout levels to unlock bonus content, and discover hidden areas that reward thorough exploration. The game features tight controls, colorful graphics that bring the paper aesthetic to life, and a variety of enemy types that keep gameplay fresh. Perfect for platforming fans seeking a whimsical adventure with personality.",https://images.launchbox-app.com/ad180305-12ac-45bb-b04f-caf1d825cb10.png
Paranautical Activity,2016,4.07,,First-Person Shooter,"Dive into a fast-paced roguelike first-person shooter where voxel-styled chaos meets frantic arcade action. Battle through procedurally generated levels filled with grotesque enemies in this adrenaline-fueled dungeon crawler. Each run offers randomized rooms, power-ups, and weapons that keep every playthrough fresh and unpredictable. Choose from multiple characters with unique abilities and face off against challenging bosses that test your reflexes and strategic thinking. Permanent death means every decision matters—one mistake could end your run. Collect power-ups to become an unstoppable force, but stay alert as enemy patterns grow more complex.",https://images.launchbox-app.com/5bab8e07-fbc0-475c-9fa5-54de69cd56c1.png
Peg Solitaire,2016-02-04,,,Puzzle,"This digital adaptation of the classic peg solitaire board game challenges players to clear pegs from various playing fields by jumping over them. Start with a board full of pegs and one empty space, then hop pegs over adjacent pieces to eliminate them, aiming to leave as few pegs as possible. Using the GamePad's touchscreen and stylus, select and move pegs across different puzzle configurations that test your strategic thinking. Simple presentation focuses attention on the pure puzzle-solving experience in this timeless brain teaser.",https://images.launchbox-app.com/f4ac97b5-beb0-4f17-8c59-bb97478c1745.png
Penguins of Madagascar,2014-11-25,3.37,,Action,"Join Skipper, Kowalski, Rico, and Private in this action-packed adventure based on the DreamWorks film. Play as all four penguins as you battle the villainous Dr. Octavius Brine across exotic locations from Venice to Shanghai. Use each penguin's unique abilities - Skipper's leadership and combat skills, Kowalski's inventions, Rico's explosive surprises, and Private's stealth maneuvers - to solve puzzles and defeat enemies. Switch between characters on the fly to overcome obstacles and take down Brine's octopus army. Features cooperative gameplay, special moves, and gadgets inspired by the movie.",https://images.launchbox-app.com/31671715-640a-4314-8905-99a2af235145.jpg
Pentapuzzle,,4.14,,,,https://images.launchbox-app.com/59a9a17e-1048-4069-b6f3-744d97ed8b9c.png
Percy's Predicament,,2.96,,,,https://images.launchbox-app.com/a47689dc-7644-47c8-82cd-adaf70b52628.png
Perpetual Blast,,3.13,,,,https://images.launchbox-app.com/92fb13f5-05f0-434a-bebb-83b738b7a1b7.png
Petite Zombies,2018-10-11,,,Action,"Protect your territory from invading petite zombies in this stylus-driven action game. Use the Wii U GamePad to strategically defend against waves of undead attackers. Simple controls and touch-based gameplay make it accessible while providing quick arcade-style challenges. Originally released as a digital-only title on the Wii U eShop, this RandomSpin-developed game delivers fast-paced defensive action designed specifically for the GamePad's unique capabilities. Sources: - [Petite Zombies (2018) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/petite_zombies) - [Petite Zombies for Wii U - GameFAQs](https://gamefaqs.gamespot.com/wii-u/249762-petite-zombies)",https://images.launchbox-app.com/b4e1db3d-13c7-4326-afe5-beb7d1275e31.png
Phineas and Ferb - Quest for Cool Stuff,2013-08-13,3.78,,Action-Adventure,"Join Phineas and Ferb on an exciting adventure to recover their lost artifacts and prove they're the coolest kids around. This action-adventure platformer lets you play as the inventive stepbrothers as they explore diverse worlds filled with puzzles, enemies, and hidden secrets. Use the Wii U GamePad to build custom gadgets and tools on the fly, combining different components to solve environmental challenges and overcome obstacles. Battle Agent P's nemesis Dr. Doofenshmirtz and his schemes while collecting trinkets to upgrade your abilities. Switch between characters to utilize their unique skills, explore vibrant 3D environments, and unlock new areas.",
Piano Teacher,,1.65,,,,https://images.launchbox-app.com/efa0d103-4732-4d7a-ad56-f21480697b43.jpg
Pic-a-Pix Color,2016-03-03,3.91,,Puzzle,"Dive into a vibrant world of logic puzzles where numbers reveal beautiful pixel art. Pic-a-Pix Color challenges you to solve nonogram puzzles using color-coded clues along each row and column. Each number indicates how many consecutive squares of that color need to be filled, transforming blank grids into charming illustrations ranging from cute animals to detailed scenes. With hundreds of puzzles across multiple difficulty levels, the game offers intuitive touchscreen controls on the GamePad for precise square-by-square filling. Progressive hints help when you're stuck, while timed challenges test your deduction speed.",https://images.launchbox-app.com/882e4191-2120-4df8-8eca-2b912a854e99.jpg
PictoParty,,3.71,,,,https://images.launchbox-app.com/66abde10-550a-4422-a1fc-4c5bc720f53d.png
Pier Solar,2015,3.39,,RPG,"Experience a love letter to classic 16-bit RPGs in this turn-based adventure that pushes retro aesthetics to their limits. Guide Hoston and his friends through a vast world filled with challenging dungeons, strategic battles, and an epic story of friendship and discovery. The game features deep character customization, a branching narrative with multiple paths, and gorgeously detailed pixel art that rivals the best of the 16-bit era. With its atmospheric soundtrack, clever puzzles, and tactical combat system that rewards careful planning, Pier Solar delivers a nostalgic yet fresh RPG experience. Explore towns, gather allies, and uncover ancient secrets in this sprawling adventure.",https://images.launchbox-app.com/010878e7-e94f-425d-be69-d2924a453009.png
Pikmin 3,2013-08-04,4.26,87,Strategy,"Pikmin 3 is a game developed and published by Nintendo for the Wii U video game console. It is the sequel to Pikmin 2(2004) and was first released in Japan on July 13, 2013 and then in all other regions within the following month. Game designer Shigeru Miyamoto first announced Pikmin 3 on July 16, 2008 as a game for the Wii console, later stating at E3 2011 that its development had transitioned to Wii U. The game retains the gameplay elements introduced in previous Pikmin games, and adds new features, including new playable characters and Pikmin types, Off-TV Play and downloadable content.",https://images.launchbox-app.com/f2c32cd8-66d2-4bb0-80a0-e7403b51d337.jpg
Pikmin Short Movies HD,2014-11-05,,,Animated Short Films,"A collection of three charming 3D animated short films featuring Captain Olimar and the Pikmin. Watch the adorable plant-like creatures navigate everyday objects in The Night Juicer, Treasure in a Bottle, and Occupational Hazards. The HD presentation showcases detailed close-up interactions between Pikmin and their environment, revealing individual personalities and behaviors. Includes bonus content featuring Shigeru Miyamoto's original Flipnote Studio storyboards from the creation process. Approximately 20 minutes of delightful Pikmin adventures rendered in high definition. Sources: - [Pikmin Short Movies - Pikipedia](https://www.pikminwiki.com/Pikmin_Short_Movies) - [Pikmin Short Movies |",https://images.launchbox-app.com/cf73c489-a0bf-4bb9-a8dd-25dd99fbfa85.jpg
Pinball,2017-05-18,5.0,,Arcade,"Guide the ball around the board collecting points in this simple pinball experience from RCMADIAX. Navigate the playing field while racing against the clock, avoiding hazardous zones that threaten to end your game. Score points by hitting targets and keeping the ball in play. This budget-friendly eShop title offers straightforward pinball action focused on point collection and survival. Manage your time wisely as you flip, bounce, and rack up your high score. A no-frills approach to classic pinball mechanics designed for quick gaming sessions on the Wii U GamePad. Sources: - [PINBALL (2017) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/pinball) - [All Gam",
Pinball Arcade,2016,4.06,,Simulation,"Step up to the most authentic digital pinball experience ever created. The Pinball Arcade brings legendary real-world pinball tables to your Wii U with stunning accuracy and meticulous attention to detail. Play faithfully recreated classics like Medieval Madness, Attack from Mars, and The Addams Family, each featuring realistic physics, original artwork, and the exact rule sets from the actual machines. Master complex shots, trigger multiball modes, and chase high scores across dozens of licensed tables spanning pinball history. Whether you're reliving arcade memories or discovering these iconic machines for the first time, every flipper, bumper, and ramp behaves just like the real thing.",https://images.launchbox-app.com/b66f60b5-ecca-46b9-b720-9c56d83ab4f6.jpg
Pinball Breakout,2016-11-03,5.0,,Action / Puzzle,"A hybrid arcade game that fuses classic brick-breaking action with pinball flipper mechanics. Players use flippers to launch and control a ball, smashing through blocks while keeping it in play. Features single-player high score mode and competitive two-player battles. Supports Off-TV Play on the GamePad, letting you break blocks and flip your way to victory entirely on the handheld screen. This Wii U eShop exclusive offers straightforward arcade gameplay with a unique twist on two retro gaming staples.",https://images.launchbox-app.com/e4a875e2-4f4c-4595-968f-818505584d61.jpg
Pirate Pop Plus,2017-05-04,4.25,,Action,"Take on the role of Pete Jr., a young pirate on a mission to rescue his beloved pet from the nefarious Bubble Pirate. This retro-inspired arcade game challenges you to pop bubbles in an arena where gravity shifts at the press of a button. Master the unique gravity-flipping mechanic to navigate all four walls of the screen, creating strategic chains and dodging enemies. Collect coins, unlock new characters and pets, and chase high scores across multiple game modes. With its vibrant pixel art, catchy chiptune soundtrack, and addictive one-more-go gameplay, Pirate Pop Plus delivers a fresh twist on classic bubble-popping action that's easy to learn but difficult to master.",https://images.launchbox-app.com/edc5521c-3d25-4cb0-897b-ec6eb4fae980.png
Pixel Paint,,3.67,,,,https://images.launchbox-app.com/2981e46f-07ca-49c0-9841-d1ebe607c090.jpg
Pixel Slime U,,3.0,,,,https://images.launchbox-app.com/93cf27a0-0d7d-41e3-8a58-5e0d25b123be.png
Pixeljunk Monsters,2013-01-03,3.8,,Tower Defense,"Defend your base from waves of colorful monsters in this charming tower defense game that combines strategic depth with accessible gameplay. Build and upgrade defensive towers across beautifully designed 2D environments, carefully managing resources and positioning to create the perfect defense network. Dance around the battlefield as Tikiman, the last line of defense for your village's helpless offspring. Each level presents new strategic challenges with varied monster types, multiple tower options, and branching upgrade paths.",
PixelMaker,2016,3.75,,Art/Creative,"PixelMaker transforms your Wii U into a powerful pixel art creation studio. Draw and animate sprites using the GamePad's touchscreen with an intuitive interface that makes pixel-perfect artwork accessible to artists of all skill levels. Choose from a rich palette of colors, utilize layers for complex compositions, and bring your creations to life with frame-by-frame animation tools. Share your pixel art masterpieces with the community or export them for use in your own projects. Whether you're crafting character sprites, designing tilesets, or creating animated scenes, PixelMaker provides all the tools you need in a streamlined, user-friendly package that takes full advantage of the Wii U...",https://images.launchbox-app.com/4049892e-a3c2-4ee9-9678-3b5d719891f7.jpg
PixlCross,2016,,,Puzzle,"PixlCross brings the addictive logic of nonogram puzzles to your Wii U. Solve increasingly challenging picross grids by using numbered clues to reveal hidden pixel art images. Each puzzle requires careful deduction as you mark which squares should be filled and which should stay empty. With hundreds of puzzles ranging from simple 5x5 grids to massive 20x20 brain-teasers, the game offers endless hours of meditative yet mentally stimulating gameplay. Track your solving times, earn achievements, and unlock new puzzle packs as you master the art of picture logic.",https://images.launchbox-app.com/5a790724-97a4-4f1a-8cca-c2629b2ef681.png
Plantera,2017-02-09,3.82,,Idle Clicker / Simulation,"Grow your own garden in this charming idle clicker simulation. Plant crops and raise animals to produce coins, then invest in new plants, animals, and garden expansions. Your garden continues growing even when you're not playing. Harvest ripe crops by clicking them, defend against pesky magpies, rabbits, foxes, and wolves trying to steal your produce. Upgrade your garden with special items and unlock new areas as you build a thriving farm ecosystem that works for you around the clock.",https://images.launchbox-app.com/6eb92bdb-88e6-4455-b55c-c903c240dbbe.png
Plenty of Fishies,,3.27,,,,https://images.launchbox-app.com/adc44d97-db68-4a94-997a-db8ff5a5c499.png
Pokemon Rumble U,2013-08-29,3.48,49,Action,"Pokémon Rumble U is a 2013 action video game in the Pokémon series available on the Wii U eShop. It is the successor to the 2011 3DS game Pokémon Rumble Blast. It features all Pokémon from the first five generations. Up to 100 Pokémon and 4 players are able to play at the same time. It is the first Wii U game to utilize the Wii U GamePad's NFC function. It was released in Japan on April 24, 2013, in Europe on August 15, 2013 and in North America on August 29, 2013.",https://images.launchbox-app.com/daa3654b-b522-4882-9094-fdf0626eb329.png
Poker Dice Solitaire Future,2014-07-03,3.57,,Puzzle,"Roll the dice to create poker hands in this GamePad-focused puzzle game. You have three rolls to form hands like straights, flushes, and full houses—successfully complete a hand to earn points, but fail all three attempts and lose points. The objective is simple: chase the perfect score of 1350 by strategically choosing which dice to keep and which to reroll. Developed by RCMADIAX as the first entry in the Tabletop Gallery series, this budget eShop title offers quick, pick-up-and-play sessions for poker fans and score chasers alike. Sources: - [POKER DICE SOLITAIRE FUTURE (2014) | Wii U eShop Game | Nintendo Life](https://www.nintendolife.com/games/wiiu-eshop/poker_dice_solitaire_future) -",https://images.launchbox-app.com/7f56aadb-26fc-4b60-adc9-c4e429c58c40.png
Pokken Tournament,2016-03-18,4.01,76,Action,"Pokkén Tournament is a fighting game developed by Bandai Namco Studios and published by Nintendo and The Pokémon Company. The game combines gameplay elements from Bandai Namco's Tekken series with characters from Nintendo's Pokémon franchise, inspiring the portmanteau title Pokkén.It was released for Japanese arcades in July 2015, and worldwide for the Wii U in March 2016. An enhanced port for the Nintendo Switch, Pokkén Tournament DX, was released in September 2017.",https://images.launchbox-app.com/daf942ae-bd37-451d-8b31-6d2c35830ec2.jpg
Poncho,2015,3.57,,Puzzle-Platformer,"Journey through a post-apocalyptic world as a tiny red robot in this unique puzzle-platformer that plays with perspective and depth. Navigate crumbling environments by switching between parallel layers of the world, revealing new paths and solutions to environmental challenges. The innovative parallax-based mechanic lets you move between foreground and background planes to bypass obstacles, discover secrets, and piece together the mystery of humanity's disappearance. Explore beautifully crafted pixel art landscapes filled with remnants of civilization, encounter quirky characters, and solve clever spatial puzzles that challenge your perception of 2D space.",https://images.launchbox-app.com/8614c5c3-0978-4691-932e-bf09a6c2ad75.png
Preston Sterling,2017-06-29,,,Point-and-Click Adventure,"Guide adventurer Preston Sterling on his quest to find Excalibur, the legendary sword of King Arthur. This touch-controlled point-and-click adventure blends English myths with puzzle-solving gameplay. Navigate through gradually challenging scenarios using intuitive controls as you uncover the mysteries behind Arthurian legend. Developed by Animation Arts, creators of Secret Files: Tunguska, this episodic adventure delivers a compact yet engaging experience designed for both newcomers and adventure game veterans. Sources: - [Preston Sterling for Wii U - GameFAQs](https://gamefaqs.gamespot.com/wii-u/212155-preston-sterling) - [Preston Sterling Release Information for Wii U - GameFAQs](https:/",https://images.launchbox-app.com/10dc8095-8280-4cff-a1c1-4004098ba92d.jpg
Psibo,,3.57,,,,https://images.launchbox-app.com/ed94e17b-2463-4c37-a796-20746cadf778.jpg
psyscrolr,,2.78,,,,https://images.launchbox-app.com/faa1c92a-20a5-438d-b60e-a444cd90e137.png
Puddle,2012-12-05,3.6,,Puzzle,"Guide a puddle of fluid through intricate environments in this physics-based puzzle game where you tilt and manipulate the world itself. Control the flow of various liquids—water, oil, nitroglycerin, molten lava—each with unique properties that affect how they move and interact. Navigate through 48 challenging levels spanning coffee machines, gardens, laboratories, and even the human body. Carefully manage your fluid's volume as you avoid hazards like flames, electricity, and absorbent materials that threaten to drain your precious liquid. Master precise tilting mechanics and environmental physics to solve increasingly complex puzzles.",https://images.launchbox-app.com/2789d0ad-5b10-4e88-a2e4-162330d72efc.jpg
